"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] CompanyNameComparatorJaccardNgram record1Value","[0] CompanyNameComparatorJaccardNgram record2Value","[0] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[0] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[0] CompanyNameComparatorJaccardNgram similarity","[0] CompanyNameComparatorJaccardNgram postproccesedSimilarity","[1] CompanyNameComparatorJaccardNgram record1Value","[1] CompanyNameComparatorJaccardNgram record2Value","[1] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[1] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[1] CompanyNameComparatorJaccardNgram similarity","[1] CompanyNameComparatorJaccardNgram postproccesedSimilarity","[2] CompanyNameComparatorJaccardNgram record1Value","[2] CompanyNameComparatorJaccardNgram record2Value","[2] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[2] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[2] CompanyNameComparatorJaccardNgram similarity","[2] CompanyNameComparatorJaccardNgram postproccesedSimilarity","[3] CompanyNameComparatorJaccardNgram record1Value","[3] CompanyNameComparatorJaccardNgram record2Value","[3] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[3] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[3] CompanyNameComparatorJaccardNgram similarity","[3] CompanyNameComparatorJaccardNgram postproccesedSimilarity","[4] CompanyNameComparatorLevenshtein record1Value","[4] CompanyNameComparatorLevenshtein record2Value","[4] CompanyNameComparatorLevenshtein record1PreprocessedValue","[4] CompanyNameComparatorLevenshtein record2PreprocessedValue","[4] CompanyNameComparatorLevenshtein similarity","[4] CompanyNameComparatorLevenshtein postproccesedSimilarity","[5] CompanyNameComparatorLevenshtein record1Value","[5] CompanyNameComparatorLevenshtein record2Value","[5] CompanyNameComparatorLevenshtein record1PreprocessedValue","[5] CompanyNameComparatorLevenshtein record2PreprocessedValue","[5] CompanyNameComparatorLevenshtein similarity","[5] CompanyNameComparatorLevenshtein postproccesedSimilarity","[6] CompanyNameComparatorJaccardToken record1Value","[6] CompanyNameComparatorJaccardToken record2Value","[6] CompanyNameComparatorJaccardToken record1PreprocessedValue","[6] CompanyNameComparatorJaccardToken record2PreprocessedValue","[6] CompanyNameComparatorJaccardToken similarity","[6] CompanyNameComparatorJaccardToken postproccesedSimilarity"
"WekaMatchingRule","dbpedia_1647","Forbes323","0.00934537080381876","0","FuboTV","Fubon Financial","fubotv","fubon","0.5","0.0","FuboTV","Fubon Financial","fubotv","fubonfinancial","0.2","0.0","FuboTV","Fubon Financial","fubotv","fubon","0.4","0.0","FuboTV","Fubon Financial","fubotv","fubonfinancial","0.14285714285714285","0.0","FuboTV","Fubon Financial","fubotv","fubon","0.6666666666666667","0.6666666666666667","FuboTV","Fubon Financial","fubotv","fubonfinancial","0.2857142857142857","0.0","FuboTV","Fubon Financial","FuboTV","Fubon Financial","0.0","0.0"
"WekaMatchingRule","dbpedia_3419","Forbes69","0.00934537080381876","0","Prestige Group","Prudential Financial","prestige","prudential","0.06666666666666667","0.0","Prestige Group","Prudential Financial","prestigegroup","prudentialfinancial","0.03571428571428571","0.0","Prestige Group","Prudential Financial","prestige","prudential","0.0","0.0","Prestige Group","Prudential Financial","prestigegroup","prudentialfinancial","0.0","0.0","Prestige Group","Prudential Financial","prestige","prudential","0.5","0.0","Prestige Group","Prudential Financial","prestigegroup","prudentialfinancial","0.26315789473684215","0.0","Prestige Group","Prudential Financial","Prestige Group","Prudential Financial","0.0","0.0"
"WekaMatchingRule","dbpedia_1681","Forbes499","0.00934537080381876",,"G2000","Applied Materials","g2000","appliedmaterials","0.0","0.0","G2000","Applied Materials","g2000","appliedmaterials","0.0","0.0","G2000","Applied Materials","g2000","appliedmaterials","0.0","0.0","G2000","Applied Materials","g2000","appliedmaterials","0.0","0.0","G2000","Applied Materials","g2000","appliedmaterials","0.0","0.0","G2000","Applied Materials","g2000","appliedmaterials","0.0","0.0","G2000","Applied Materials","G2000","Applied Materials","0.0","0.0"
"WekaMatchingRule","dbpedia_4602","Forbes468","0.00934537080381876",,"Viacom (2005–2019)","Adidas","viacom2005–2019","adidas","0.0","0.0","Viacom (2005–2019)","Adidas","viacom2005–2019","adidas","0.0","0.0","Viacom (2005–2019)","Adidas","viacom2005–2019","adidas","0.0","0.0","Viacom (2005–2019)","Adidas","viacom2005–2019","adidas","0.0","0.0","Viacom (2005–2019)","Adidas","viacom2005–2019","adidas","0.06666666666666665","0.0","Viacom (2005–2019)","Adidas","viacom2005–2019","adidas","0.06666666666666665","0.0","Viacom (2005–2019)","Adidas","Viacom (2005–2019)","Adidas","0.0","0.0"
"WekaMatchingRule","dbpedia_2523","Forbes809","0.00934537080381876","0","Lazard","Leonardo","lazard","leonardo","0.09090909090909091","0.0","Lazard","Leonardo","lazard","leonardo","0.09090909090909091","0.0","Lazard","Leonardo","lazard","leonardo","0.0","0.0","Lazard","Leonardo","lazard","leonardo","0.0","0.0","Lazard","Leonardo","lazard","leonardo","0.5","0.0","Lazard","Leonardo","lazard","leonardo","0.5","0.0","Lazard","Leonardo","Lazard","Leonardo","0.0","0.0"
"WekaMatchingRule","dbpedia_4603","Forbes914","0.00934537080381876",,"Viacom (2005–2019)","Ageas","viacom2005–2019","ageas","0.0","0.0","Viacom (2005–2019)","Ageas","viacom2005–2019","ageas","0.0","0.0","Viacom (2005–2019)","Ageas","viacom2005–2019","ageas","0.0","0.0","Viacom (2005–2019)","Ageas","viacom2005–2019","ageas","0.0","0.0","Viacom (2005–2019)","Ageas","viacom2005–2019","ageas","0.06666666666666665","0.0","Viacom (2005–2019)","Ageas","viacom2005–2019","ageas","0.06666666666666665","0.0","Viacom (2005–2019)","Ageas","Viacom (2005–2019)","Ageas","0.0","0.0"
"WekaMatchingRule","dbpedia_3646","Forbes950",,"0","SAS Group","Snam","sas","snam","0.0","0.0","SAS Group","Snam","sasgroup","snam","0.0","0.0","SAS Group","Snam","sas","snam","0.0","0.0","SAS Group","Snam","sasgroup","snam","0.0","0.0","SAS Group","Snam","sas","snam","0.5","0.0","SAS Group","Snam","sasgroup","snam","0.125","0.0","SAS Group","Snam","SAS Group","Snam","0.0","0.0"
"WekaMatchingRule","dbpedia_362","Forbes177",,"0","Astro MAX","Altria Group","astromax","altria","0.0","0.0","Astro MAX","Altria Group","astromax","altriagroup","0.0","0.0","Astro MAX","Altria Group","astromax","altria","0.0","0.0","Astro MAX","Altria Group","astromax","altriagroup","0.0","0.0","Astro MAX","Altria Group","astromax","altria","0.5","0.0","Astro MAX","Altria Group","astromax","altriagroup","0.2727272727272727","0.0","Astro MAX","Altria Group","Astro MAX","Altria Group","0.0","0.0"
"WekaMatchingRule","dbpedia_1681","Forbes1955","0.00934537080381876",,"G2000","Advanced Micro Devices","g2000","advancedmicrodevices","0.0","0.0","G2000","Advanced Micro Devices","g2000","advancedmicrodevices","0.0","0.0","G2000","Advanced Micro Devices","g2000","advancedmicrodevices","0.0","0.0","G2000","Advanced Micro Devices","g2000","advancedmicrodevices","0.0","0.0","G2000","Advanced Micro Devices","g2000","advancedmicrodevices","0.0","0.0","G2000","Advanced Micro Devices","g2000","advancedmicrodevices","0.0","0.0","G2000","Advanced Micro Devices","G2000","Advanced Micro Devices","0.0","0.0"
"WekaMatchingRule","dbpedia_2515","Forbes483","0.8433725915481328","1","Larsen & Toubro Infotech","Larsen & Toubro","larsentoubroinfotech","larsentoubro","0.5789473684210527","0.5789473684210527","Larsen & Toubro Infotech","Larsen & Toubro","larsentoubroinfotech","larsentoubro","0.5789473684210527","0.5789473684210527","Larsen & Toubro Infotech","Larsen & Toubro","larsentoubroinfotech","larsentoubro","0.5555555555555556","0.5555555555555556","Larsen & Toubro Infotech","Larsen & Toubro","larsentoubroinfotech","larsentoubro","0.5555555555555556","0.5555555555555556","Larsen & Toubro Infotech","Larsen & Toubro","larsentoubroinfotech","larsentoubro","0.6","0.6","Larsen & Toubro Infotech","Larsen & Toubro","larsentoubroinfotech","larsentoubro","0.6","0.6","Larsen & Toubro Infotech","Larsen & Toubro","Larsen & Toubro Infotech","Larsen & Toubro","0.6666666666666666","0.6666666666666666"
"WekaMatchingRule","dbpedia_935","Forbes1755","0.00934537080381876","0","China Natural Gas","China National Materials","chinanaturalgas","chinanationalmaterials","0.25","0.0","China Natural Gas","China National Materials","chinanaturalgas","chinanationalmaterials","0.25","0.0","China Natural Gas","China National Materials","chinanaturalgas","chinanationalmaterials","0.2222222222222222","0.0","China Natural Gas","China National Materials","chinanaturalgas","chinanationalmaterials","0.2222222222222222","0.0","China Natural Gas","China National Materials","chinanaturalgas","chinanationalmaterials","0.5454545454545454","0.0","China Natural Gas","China National Materials","chinanaturalgas","chinanationalmaterials","0.5454545454545454","0.0","China Natural Gas","China National Materials","China Natural Gas","China National Materials","0.2","0.0"
"WekaMatchingRule","dbpedia_3307","Forbes1620","0.9972873126611694","1","People's United Financial","People's United Financial","peoplesunited","peoplesunited","1.0","1.0","People's United Financial","People's United Financial","peoplesunitedfinancial","peoplesunitedfinancial","1.0","1.0","People's United Financial","People's United Financial","peoplesunited","peoplesunited","1.0","1.0","People's United Financial","People's United Financial","peoplesunitedfinancial","peoplesunitedfinancial","1.0","1.0","People's United Financial","People's United Financial","peoplesunited","peoplesunited","1.0","1.0","People's United Financial","People's United Financial","peoplesunitedfinancial","peoplesunitedfinancial","1.0","1.0","People's United Financial","People's United Financial","People's United Financial","People's United Financial","1.0","1.0"
"WekaMatchingRule","dbpedia_1681","Forbes1710","0.00934537080381876",,"G2000","Aareal Bank","g2000","aareal","0.0","0.0","G2000","Aareal Bank","g2000","aarealbank","0.0","0.0","G2000","Aareal Bank","g2000","aareal","0.0","0.0","G2000","Aareal Bank","g2000","aarealbank","0.0","0.0","G2000","Aareal Bank","g2000","aareal","0.0","0.0","G2000","Aareal Bank","g2000","aarealbank","0.0","0.0","G2000","Aareal Bank","G2000","Aareal Bank","0.0","0.0"
"WekaMatchingRule","dbpedia_4602","Forbes463","0.00934537080381876",,"Viacom (2005–2019)","Axis Bank","viacom2005–2019","axis","0.0","0.0","Viacom (2005–2019)","Axis Bank","viacom2005–2019","axisbank","0.0","0.0","Viacom (2005–2019)","Axis Bank","viacom2005–2019","axis","0.0","0.0","Viacom (2005–2019)","Axis Bank","viacom2005–2019","axisbank","0.0","0.0","Viacom (2005–2019)","Axis Bank","viacom2005–2019","axis","0.06666666666666665","0.0","Viacom (2005–2019)","Axis Bank","viacom2005–2019","axisbank","0.06666666666666665","0.0","Viacom (2005–2019)","Axis Bank","Viacom (2005–2019)","Axis Bank","0.0","0.0"
"WekaMatchingRule","dbpedia_2023","Forbes889","0.00934537080381876","0","House Foods","Hormel Foods","housefoods","hormelfoods","0.26666666666666666","0.0","House Foods","Hormel Foods","housefoods","hormelfoods","0.26666666666666666","0.0","House Foods","Hormel Foods","housefoods","hormelfoods","0.13333333333333333","0.0","House Foods","Hormel Foods","housefoods","hormelfoods","0.13333333333333333","0.0","House Foods","Hormel Foods","housefoods","hormelfoods","0.7272727272727273","0.7272727272727273","House Foods","Hormel Foods","housefoods","hormelfoods","0.7272727272727273","0.7272727272727273","House Foods","Hormel Foods","House Foods","Hormel Foods","0.3333333333333333","0.0"
"WekaMatchingRule","dbpedia_2497","Forbes879","0.00934537080381876","0","LSR Group","Lear","lsr","lear","0.0","0.0","LSR Group","Lear","lsrgroup","lear","0.0","0.0","LSR Group","Lear","lsr","lear","0.0","0.0","LSR Group","Lear","lsrgroup","lear","0.0","0.0","LSR Group","Lear","lsr","lear","0.5","0.0","LSR Group","Lear","lsrgroup","lear","0.25","0.0","LSR Group","Lear","LSR Group","Lear","0.0","0.0"
"WekaMatchingRule","dbpedia_2731","Forbes379","0.9972873126611694","1","Mastercard","Mastercard","mastercard","mastercard","1.0","1.0","Mastercard","Mastercard","mastercard","mastercard","1.0","1.0","Mastercard","Mastercard","mastercard","mastercard","1.0","1.0","Mastercard","Mastercard","mastercard","mastercard","1.0","1.0","Mastercard","Mastercard","mastercard","mastercard","1.0","1.0","Mastercard","Mastercard","mastercard","mastercard","1.0","1.0","Mastercard","Mastercard","Mastercard","Mastercard","1.0","1.0"
"WekaMatchingRule","dbpedia_4602","Forbes1315","0.00934537080381876",,"Viacom (2005–2019)","Ajinomoto","viacom2005–2019","ajinomoto","0.0","0.0","Viacom (2005–2019)","Ajinomoto","viacom2005–2019","ajinomoto","0.0","0.0","Viacom (2005–2019)","Ajinomoto","viacom2005–2019","ajinomoto","0.0","0.0","Viacom (2005–2019)","Ajinomoto","viacom2005–2019","ajinomoto","0.0","0.0","Viacom (2005–2019)","Ajinomoto","viacom2005–2019","ajinomoto","0.1333333333333333","0.0","Viacom (2005–2019)","Ajinomoto","viacom2005–2019","ajinomoto","0.1333333333333333","0.0","Viacom (2005–2019)","Ajinomoto","Viacom (2005–2019)","Ajinomoto","0.0","0.0"
"WekaMatchingRule","dbpedia_3647","Forbes1694",,"0","SAS Group","Snap","sas","snap","0.0","0.0","SAS Group","Snap","sasgroup","snap","0.0","0.0","SAS Group","Snap","sas","snap","0.0","0.0","SAS Group","Snap","sasgroup","snap","0.0","0.0","SAS Group","Snap","sas","snap","0.5","0.0","SAS Group","Snap","sasgroup","snap","0.25","0.0","SAS Group","Snap","SAS Group","Snap","0.0","0.0"
"WekaMatchingRule","dbpedia_2971","Forbes1734","0.21872040663550377","0","Nasdaq, Inc.","NASDAQ OMX Group","nasdaq","nasdaqomx","0.625","0.625","Nasdaq, Inc.","NASDAQ OMX Group","nasdaqinc","nasdaqomxgroup","0.3125","0.0","Nasdaq, Inc.","NASDAQ OMX Group","nasdaq","nasdaqomx","0.5714285714285714","0.5714285714285714","Nasdaq, Inc.","NASDAQ OMX Group","nasdaqinc","nasdaqomxgroup","0.26666666666666666","0.0","Nasdaq, Inc.","NASDAQ OMX Group","nasdaq","nasdaqomx","0.6666666666666667","0.6666666666666667","Nasdaq, Inc.","NASDAQ OMX Group","nasdaqinc","nasdaqomxgroup","0.4285714285714286","0.0","Nasdaq, Inc.","NASDAQ OMX Group","Nasdaq, Inc.","NASDAQ OMX Group","0.25","0.0"
"WekaMatchingRule","dbpedia_4807","Forbes1053","0.9972873126611694","1","ZTE","ZTE","zte","zte","1.0","1.0","ZTE","ZTE","zte","zte","1.0","1.0","ZTE","ZTE","zte","zte","1.0","1.0","ZTE","ZTE","zte","zte","1.0","1.0","ZTE","ZTE","zte","zte","1.0","1.0","ZTE","ZTE","zte","zte","1.0","1.0","ZTE","ZTE","ZTE","ZTE","1.0","1.0"
"WekaMatchingRule","dbpedia_902","Forbes1594","0.00934537080381876","0","China CITIC Bank","China International Marine","chinacitic","chinamarine","0.26666666666666666","0.0","China CITIC Bank","China International Marine","chinaciticbank","chinainternationalmarine","0.125","0.0","China CITIC Bank","China International Marine","chinacitic","chinamarine","0.21428571428571427","0.0","China CITIC Bank","China International Marine","chinaciticbank","chinainternationalmarine","0.0967741935483871","0.0","China CITIC Bank","China International Marine","chinacitic","chinamarine","0.5454545454545454","0.0","China CITIC Bank","China International Marine","chinaciticbank","chinainternationalmarine","0.375","0.0","China CITIC Bank","China International Marine","China CITIC Bank","China International Marine","0.2","0.0"
"WekaMatchingRule","dbpedia_1681","Forbes444","0.00934537080381876",,"G2000","Aon","g2000","aon","0.0","0.0","G2000","Aon","g2000","aon","0.0","0.0","G2000","Aon","g2000","aon","0.0","0.0","G2000","Aon","g2000","aon","0.0","0.0","G2000","Aon","g2000","aon","0.0","0.0","G2000","Aon","g2000","aon","0.0","0.0","G2000","Aon","G2000","Aon","0.0","0.0"
"WekaMatchingRule","dbpedia_4602","Forbes1793","0.00934537080381876",,"Viacom (2005–2019)","Aboitiz Equity Ventures","viacom2005–2019","aboitizequityventures","0.0","0.0","Viacom (2005–2019)","Aboitiz Equity Ventures","viacom2005–2019","aboitizequityventures","0.0","0.0","Viacom (2005–2019)","Aboitiz Equity Ventures","viacom2005–2019","aboitizequityventures","0.0","0.0","Viacom (2005–2019)","Aboitiz Equity Ventures","viacom2005–2019","aboitizequityventures","0.0","0.0","Viacom (2005–2019)","Aboitiz Equity Ventures","viacom2005–2019","aboitizequityventures","0.04761904761904767","0.0","Viacom (2005–2019)","Aboitiz Equity Ventures","viacom2005–2019","aboitizequityventures","0.04761904761904767","0.0","Viacom (2005–2019)","Aboitiz Equity Ventures","Viacom (2005–2019)","Aboitiz Equity Ventures","0.0","0.0"
"WekaMatchingRule","dbpedia_4603","Forbes926","0.00934537080381876",,"Viacom (2005–2019)","Asr Nederland","viacom2005–2019","asrnederland","0.0","0.0","Viacom (2005–2019)","Asr Nederland","viacom2005–2019","asrnederland","0.0","0.0","Viacom (2005–2019)","Asr Nederland","viacom2005–2019","asrnederland","0.0","0.0","Viacom (2005–2019)","Asr Nederland","viacom2005–2019","asrnederland","0.0","0.0","Viacom (2005–2019)","Asr Nederland","viacom2005–2019","asrnederland","0.06666666666666665","0.0","Viacom (2005–2019)","Asr Nederland","viacom2005–2019","asrnederland","0.06666666666666665","0.0","Viacom (2005–2019)","Asr Nederland","Viacom (2005–2019)","Asr Nederland","0.0","0.0"
"WekaMatchingRule","dbpedia_4602","Forbes477","0.00934537080381876",,"Viacom (2005–2019)","Aisin Seiki","viacom2005–2019","aisinseiki","0.0","0.0","Viacom (2005–2019)","Aisin Seiki","viacom2005–2019","aisinseiki","0.0","0.0","Viacom (2005–2019)","Aisin Seiki","viacom2005–2019","aisinseiki","0.0","0.0","Viacom (2005–2019)","Aisin Seiki","viacom2005–2019","aisinseiki","0.0","0.0","Viacom (2005–2019)","Aisin Seiki","viacom2005–2019","aisinseiki","0.06666666666666665","0.0","Viacom (2005–2019)","Aisin Seiki","viacom2005–2019","aisinseiki","0.06666666666666665","0.0","Viacom (2005–2019)","Aisin Seiki","Viacom (2005–2019)","Aisin Seiki","0.0","0.0"
"WekaMatchingRule","dbpedia_3645","Forbes1581",,"0","SAP","Saipem","sap","saipem","0.16666666666666666","0.0","SAP","Saipem","sap","saipem","0.16666666666666666","0.0","SAP","Saipem","sap","saipem","0.0","0.0","SAP","Saipem","sap","saipem","0.0","0.0","SAP","Saipem","sap","saipem","0.5","0.0","SAP","Saipem","sap","saipem","0.5","0.0","SAP","Saipem","SAP","Saipem","0.0","0.0"
"WekaMatchingRule","dbpedia_1681","Forbes1963","0.00934537080381876",,"G2000","Associated Banc-Corp","g2000","associatedbanccorp","0.0","0.0","G2000","Associated Banc-Corp","g2000","associatedbanccorp","0.0","0.0","G2000","Associated Banc-Corp","g2000","associatedbanccorp","0.0","0.0","G2000","Associated Banc-Corp","g2000","associatedbanccorp","0.0","0.0","G2000","Associated Banc-Corp","g2000","associatedbanccorp","0.0","0.0","G2000","Associated Banc-Corp","g2000","associatedbanccorp","0.0","0.0","G2000","Associated Banc-Corp","G2000","Associated Banc-Corp","0.0","0.0"
"WekaMatchingRule","dbpedia_2057","Forbes1451","0.00934537080381876","0","Hyundai Mobis","Hyundai Glovis","hyundaimobis","hyundaiglovis","0.35294117647058826","0.0","Hyundai Mobis","Hyundai Glovis","hyundaimobis","hyundaiglovis","0.35294117647058826","0.0","Hyundai Mobis","Hyundai Glovis","hyundaimobis","hyundaiglovis","0.3125","0.0","Hyundai Mobis","Hyundai Glovis","hyundaimobis","hyundaiglovis","0.3125","0.0","Hyundai Mobis","Hyundai Glovis","hyundaimobis","hyundaiglovis","0.7692307692307692","0.7692307692307692","Hyundai Mobis","Hyundai Glovis","hyundaimobis","hyundaiglovis","0.7692307692307692","0.7692307692307692","Hyundai Mobis","Hyundai Glovis","Hyundai Mobis","Hyundai Glovis","0.3333333333333333","0.0"
"WekaMatchingRule","dbpedia_1681","Forbes1960","0.00934537080381876",,"G2000","Group 1 Automotive","g2000","1automotive","0.0","0.0","G2000","Group 1 Automotive","g2000","group1automotive","0.0","0.0","G2000","Group 1 Automotive","g2000","1automotive","0.0","0.0","G2000","Group 1 Automotive","g2000","group1automotive","0.0","0.0","G2000","Group 1 Automotive","g2000","1automotive","0.0","0.0","G2000","Group 1 Automotive","g2000","group1automotive","0.0625","0.0","G2000","Group 1 Automotive","G2000","Group 1 Automotive","0.0","0.0"
"WekaMatchingRule","dbpedia_2541","Forbes690","0.934480853156964","1","Lenovo","Lenovo Group","lenovo","lenovo","1.0","1.0","Lenovo","Lenovo Group","lenovo","lenovogroup","0.5","0.0","Lenovo","Lenovo Group","lenovo","lenovo","1.0","1.0","Lenovo","Lenovo Group","lenovo","lenovogroup","0.4444444444444444","0.0","Lenovo","Lenovo Group","lenovo","lenovo","1.0","1.0","Lenovo","Lenovo Group","lenovo","lenovogroup","0.5454545454545454","0.0","Lenovo","Lenovo Group","Lenovo","Lenovo Group","0.5","0.5"
"WekaMatchingRule","dbpedia_3608","Forbes44","0.00934537080381876","0","Roots Canada","Royal Bank of Canada","rootscanada","royalcanada","0.3333333333333333","0.0","Roots Canada","Royal Bank of Canada","rootscanada","royalbankofcanada","0.23809523809523808","0.0","Roots Canada","Royal Bank of Canada","rootscanada","royalcanada","0.2","0.0","Roots Canada","Royal Bank of Canada","rootscanada","royalbankofcanada","0.14285714285714285","0.0","Roots Canada","Royal Bank of Canada","rootscanada","royalcanada","0.7272727272727273","0.7272727272727273","Roots Canada","Royal Bank of Canada","rootscanada","royalbankofcanada","0.47058823529411764","0.0","Roots Canada","Royal Bank of Canada","Roots Canada","Royal Bank of Canada","0.2","0.0"
"WekaMatchingRule","dbpedia_2736","Forbes482","0.00934537080381876","0","Mattson Technology","Micron Technology","mattsontechnology","microntechnology","0.47619047619047616","0.0","Mattson Technology","Micron Technology","mattsontechnology","microntechnology","0.47619047619047616","0.0","Mattson Technology","Micron Technology","mattsontechnology","microntechnology","0.45","0.0","Mattson Technology","Micron Technology","mattsontechnology","microntechnology","0.45","0.0","Mattson Technology","Micron Technology","mattsontechnology","microntechnology","0.7647058823529411","0.7647058823529411","Mattson Technology","Micron Technology","mattsontechnology","microntechnology","0.7647058823529411","0.7647058823529411","Mattson Technology","Micron Technology","Mattson Technology","Micron Technology","0.3333333333333333","0.0"
"WekaMatchingRule","dbpedia_1220","Forbes1656","0.00934537080381876","0","DeNA","Dana Holding","dena","dana","0.0","0.0","DeNA","Dana Holding","dena","danaholding","0.0","0.0","DeNA","Dana Holding","dena","dana","0.0","0.0","DeNA","Dana Holding","dena","danaholding","0.0","0.0","DeNA","Dana Holding","dena","dana","0.75","0.75","DeNA","Dana Holding","dena","danaholding","0.2727272727272727","0.0","DeNA","Dana Holding","DeNA","Dana Holding","0.0","0.0"
"WekaMatchingRule","dbpedia_2712","Forbes976","0.00934537080381876","0","Markforged","Markel","markforged","markel","0.2727272727272727","0.0","Markforged","Markel","markforged","markel","0.2727272727272727","0.0","Markforged","Markel","markforged","markel","0.2","0.0","Markforged","Markel","markforged","markel","0.2","0.0","Markforged","Markel","markforged","markel","0.5","0.0","Markforged","Markel","markforged","markel","0.5","0.0","Markforged","Markel","Markforged","Markel","0.0","0.0"
"WekaMatchingRule","dbpedia_1563","Forbes423","0.00934537080381876","0","First BanCorp","FirstRand","firstbancorp","firstrand","0.26666666666666666","0.0","First BanCorp","FirstRand","firstbancorp","firstrand","0.26666666666666666","0.0","First BanCorp","FirstRand","firstbancorp","firstrand","0.21428571428571427","0.0","First BanCorp","FirstRand","firstbancorp","firstrand","0.21428571428571427","0.0","First BanCorp","FirstRand","firstbancorp","firstrand","0.5833333333333333","0.5833333333333333","First BanCorp","FirstRand","firstbancorp","firstrand","0.5833333333333333","0.5833333333333333","First BanCorp","FirstRand","First BanCorp","FirstRand","0.0","0.0"
"WekaMatchingRule","dbpedia_3199","Forbes304","0.8938681320550643","1","Orange S.A.","Orange","orange","orange","1.0","1.0","Orange S.A.","Orange","orangesa","orange","0.7142857142857143","0.7142857142857143","Orange S.A.","Orange","orange","orange","0.6","0.6","Orange S.A.","Orange","orangesa","orange","0.6666666666666666","0.6666666666666666","Orange S.A.","Orange","orange","orange","1.0","1.0","Orange S.A.","Orange","orangesa","orange","0.75","0.75","Orange S.A.","Orange","Orange S.A.","Orange","0.3333333333333333","0.0"
"WekaMatchingRule","dbpedia_3647","Forbes1684",,"0","SAS Group","Shaw Communications","sas","shaw","0.0","0.0","SAS Group","Shaw Communications","sasgroup","shawcommunications","0.0","0.0","SAS Group","Shaw Communications","sas","shaw","0.0","0.0","SAS Group","Shaw Communications","sasgroup","shawcommunications","0.0","0.0","SAS Group","Shaw Communications","sas","shaw","0.5","0.0","SAS Group","Shaw Communications","sasgroup","shawcommunications","0.16666666666666663","0.0","SAS Group","Shaw Communications","SAS Group","Shaw Communications","0.0","0.0"
"WekaMatchingRule","dbpedia_4602","Forbes1307","0.00934537080381876",,"Viacom (2005–2019)","Arab Bank","viacom2005–2019","arab","0.0","0.0","Viacom (2005–2019)","Arab Bank","viacom2005–2019","arabbank","0.0","0.0","Viacom (2005–2019)","Arab Bank","viacom2005–2019","arab","0.0","0.0","Viacom (2005–2019)","Arab Bank","viacom2005–2019","arabbank","0.0","0.0","Viacom (2005–2019)","Arab Bank","viacom2005–2019","arab","0.06666666666666665","0.0","Viacom (2005–2019)","Arab Bank","viacom2005–2019","arabbank","0.06666666666666665","0.0","Viacom (2005–2019)","Arab Bank","Viacom (2005–2019)","Arab Bank","0.0","0.0"
"WekaMatchingRule","dbpedia_4603","Forbes930","0.00934537080381876",,"Viacom (2005–2019)","Aluminum Corp of China","viacom2005–2019","aluminumchina","0.0","0.0","Viacom (2005–2019)","Aluminum Corp of China","viacom2005–2019","aluminumcorpofchina","0.0","0.0","Viacom (2005–2019)","Aluminum Corp of China","viacom2005–2019","aluminumchina","0.0","0.0","Viacom (2005–2019)","Aluminum Corp of China","viacom2005–2019","aluminumcorpofchina","0.0","0.0","Viacom (2005–2019)","Aluminum Corp of China","viacom2005–2019","aluminumchina","0.1333333333333333","0.0","Viacom (2005–2019)","Aluminum Corp of China","viacom2005–2019","aluminumcorpofchina","0.10526315789473684","0.0","Viacom (2005–2019)","Aluminum Corp of China","Viacom (2005–2019)","Aluminum Corp of China","0.0","0.0"
"WekaMatchingRule","dbpedia_777","Forbes1029","0.00934537080381876","0","California Resources Corporation","China Resources Pharmaceutical Group","californiaresources","chinaresources","0.34782608695652173","0.0","California Resources Corporation","China Resources Pharmaceutical Group","californiaresourcescorporation","chinaresourcespharmaceuticalgroup","0.17307692307692307","0.0","California Resources Corporation","China Resources Pharmaceutical Group","californiaresources","chinaresources","0.3181818181818182","0.0","California Resources Corporation","China Resources Pharmaceutical Group","californiaresourcescorporation","chinaresourcespharmaceuticalgroup","0.1346153846153846","0.0","California Resources Corporation","China Resources Pharmaceutical Group","californiaresources","chinaresources","0.6842105263157895","0.6842105263157895","California Resources Corporation","China Resources Pharmaceutical Group","californiaresourcescorporation","chinaresourcespharmaceuticalgroup","0.36363636363636365","0.0","California Resources Corporation","China Resources Pharmaceutical Group","California Resources Corporation","China Resources Pharmaceutical Group","0.16666666666666666","0.0"
