"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] CompanyNameComparatorJaccardNgram record1Value","[0] CompanyNameComparatorJaccardNgram record2Value","[0] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[0] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[0] CompanyNameComparatorJaccardNgram similarity","[0] CompanyNameComparatorJaccardNgram postproccesedSimilarity","[1] CompanyNameComparatorJaccardNgram record1Value","[1] CompanyNameComparatorJaccardNgram record2Value","[1] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[1] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[1] CompanyNameComparatorJaccardNgram similarity","[1] CompanyNameComparatorJaccardNgram postproccesedSimilarity","[2] CompanyNameComparatorJaccardNgram record1Value","[2] CompanyNameComparatorJaccardNgram record2Value","[2] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[2] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[2] CompanyNameComparatorJaccardNgram similarity","[2] CompanyNameComparatorJaccardNgram postproccesedSimilarity","[3] CompanyNameComparatorJaccardNgram record1Value","[3] CompanyNameComparatorJaccardNgram record2Value","[3] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[3] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[3] CompanyNameComparatorJaccardNgram similarity","[3] CompanyNameComparatorJaccardNgram postproccesedSimilarity","[4] CompanyNameComparatorLevenshtein record1Value","[4] CompanyNameComparatorLevenshtein record2Value","[4] CompanyNameComparatorLevenshtein record1PreprocessedValue","[4] CompanyNameComparatorLevenshtein record2PreprocessedValue","[4] CompanyNameComparatorLevenshtein similarity","[4] CompanyNameComparatorLevenshtein postproccesedSimilarity","[5] CompanyNameComparatorLevenshtein record1Value","[5] CompanyNameComparatorLevenshtein record2Value","[5] CompanyNameComparatorLevenshtein record1PreprocessedValue","[5] CompanyNameComparatorLevenshtein record2PreprocessedValue","[5] CompanyNameComparatorLevenshtein similarity","[5] CompanyNameComparatorLevenshtein postproccesedSimilarity","[6] CompanyNameComparatorJaccardToken record1Value","[6] CompanyNameComparatorJaccardToken record2Value","[6] CompanyNameComparatorJaccardToken record1PreprocessedValue","[6] CompanyNameComparatorJaccardToken record2PreprocessedValue","[6] CompanyNameComparatorJaccardToken similarity","[6] CompanyNameComparatorJaccardToken postproccesedSimilarity"
"WekaMatchingRule","dbpedia_3573","Forbes1965","0.00934537080381876","0","Retail Ventures","RenaissanceRe Holdings","retailventures","renaissancere","0.041666666666666664","0.0","Retail Ventures","RenaissanceRe Holdings","retailventures","renaissancereholdings","0.03125","0.0","Retail Ventures","RenaissanceRe Holdings","retailventures","renaissancere","0.0","0.0","Retail Ventures","RenaissanceRe Holdings","retailventures","renaissancereholdings","0.0","0.0","Retail Ventures","RenaissanceRe Holdings","retailventures","renaissancere","0.5","0.0","Retail Ventures","RenaissanceRe Holdings","retailventures","renaissancereholdings","0.38095238095238093","0.0","Retail Ventures","RenaissanceRe Holdings","Retail Ventures","RenaissanceRe Holdings","0.0","0.0"
"WekaMatchingRule","dbpedia_4603","Forbes834","0.00934537080381876",,"Viacom (2005–2019)","Abu Dhabi Commercial Bank","viacom2005–2019","abudhabicommercial","0.038461538461538464","0.0","Viacom (2005–2019)","Abu Dhabi Commercial Bank","viacom2005–2019","abudhabicommercialbank","0.03333333333333333","0.0","Viacom (2005–2019)","Abu Dhabi Commercial Bank","viacom2005–2019","abudhabicommercial","0.0","0.0","Viacom (2005–2019)","Abu Dhabi Commercial Bank","viacom2005–2019","abudhabicommercialbank","0.0","0.0","Viacom (2005–2019)","Abu Dhabi Commercial Bank","viacom2005–2019","abudhabicommercial","0.11111111111111116","0.0","Viacom (2005–2019)","Abu Dhabi Commercial Bank","viacom2005–2019","abudhabicommercialbank","0.18181818181818177","0.0","Viacom (2005–2019)","Abu Dhabi Commercial Bank","Viacom (2005–2019)","Abu Dhabi Commercial Bank","0.0","0.0"
"WekaMatchingRule","dbpedia_3727","Forbes554","0.9187863304482433","0","Samsung Fire & Marine Insurance","Samsung Fire & Marine","samsungfiremarineinsurance","samsungfiremarine","0.64","0.64","Samsung Fire & Marine Insurance","Samsung Fire & Marine","samsungfiremarineinsurance","samsungfiremarine","0.64","0.64","Samsung Fire & Marine Insurance","Samsung Fire & Marine","samsungfiremarineinsurance","samsungfiremarine","0.625","0.625","Samsung Fire & Marine Insurance","Samsung Fire & Marine","samsungfiremarineinsurance","samsungfiremarine","0.625","0.625","Samsung Fire & Marine Insurance","Samsung Fire & Marine","samsungfiremarineinsurance","samsungfiremarine","0.6538461538461539","0.6538461538461539","Samsung Fire & Marine Insurance","Samsung Fire & Marine","samsungfiremarineinsurance","samsungfiremarine","0.6538461538461539","0.6538461538461539","Samsung Fire & Marine Insurance","Samsung Fire & Marine","Samsung Fire & Marine Insurance","Samsung Fire & Marine","0.75","0.75"
"WekaMatchingRule","dbpedia_4602","Forbes1244","0.00934537080381876",,"Viacom (2005–2019)","X5 Retail Group","viacom2005–2019","x5retail","0.0","0.0","Viacom (2005–2019)","X5 Retail Group","viacom2005–2019","x5retailgroup","0.0","0.0","Viacom (2005–2019)","X5 Retail Group","viacom2005–2019","x5retail","0.0","0.0","Viacom (2005–2019)","X5 Retail Group","viacom2005–2019","x5retailgroup","0.0","0.0","Viacom (2005–2019)","X5 Retail Group","viacom2005–2019","x5retail","0.0","0.0","Viacom (2005–2019)","X5 Retail Group","viacom2005–2019","x5retailgroup","0.0","0.0","Viacom (2005–2019)","X5 Retail Group","Viacom (2005–2019)","X5 Retail Group","0.0","0.0"
"WekaMatchingRule","dbpedia_4362","Forbes935","0.934480853156964","1","Tokyu Corporation","Tokyu","tokyu","tokyu","1.0","1.0","Tokyu Corporation","Tokyu","tokyucorporation","tokyu","0.26666666666666666","0.0","Tokyu Corporation","Tokyu","tokyu","tokyu","1.0","1.0","Tokyu Corporation","Tokyu","tokyucorporation","tokyu","0.21428571428571427","0.0","Tokyu Corporation","Tokyu","tokyu","tokyu","1.0","1.0","Tokyu Corporation","Tokyu","tokyucorporation","tokyu","0.3125","0.0","Tokyu Corporation","Tokyu","Tokyu Corporation","Tokyu","0.5","0.5"
"WekaMatchingRule","dbpedia_4602","Forbes1246","0.00934537080381876",,"Viacom (2005–2019)","Air Canada","viacom2005–2019","aircanada","0.0","0.0","Viacom (2005–2019)","Air Canada","viacom2005–2019","aircanada","0.0","0.0","Viacom (2005–2019)","Air Canada","viacom2005–2019","aircanada","0.0","0.0","Viacom (2005–2019)","Air Canada","viacom2005–2019","aircanada","0.0","0.0","Viacom (2005–2019)","Air Canada","viacom2005–2019","aircanada","0.1333333333333333","0.0","Viacom (2005–2019)","Air Canada","viacom2005–2019","aircanada","0.1333333333333333","0.0","Viacom (2005–2019)","Air Canada","Viacom (2005–2019)","Air Canada","0.0","0.0"
"WekaMatchingRule","dbpedia_926","Forbes22","0.9972873126611694","1","China Mobile","China Mobile","chinamobile","chinamobile","1.0","1.0","China Mobile","China Mobile","chinamobile","chinamobile","1.0","1.0","China Mobile","China Mobile","chinamobile","chinamobile","1.0","1.0","China Mobile","China Mobile","chinamobile","chinamobile","1.0","1.0","China Mobile","China Mobile","chinamobile","chinamobile","1.0","1.0","China Mobile","China Mobile","chinamobile","chinamobile","1.0","1.0","China Mobile","China Mobile","China Mobile","China Mobile","1.0","1.0"
"WekaMatchingRule","dbpedia_2398","Forbes1806","0.00934537080381876","0","Keikyu","Keiyo Bank","keikyu","keiyo","0.2857142857142857","0.0","Keikyu","Keiyo Bank","keikyu","keiyobank","0.18181818181818182","0.0","Keikyu","Keiyo Bank","keikyu","keiyo","0.16666666666666666","0.0","Keikyu","Keiyo Bank","keikyu","keiyobank","0.1","0.0","Keikyu","Keiyo Bank","keikyu","keiyo","0.6666666666666667","0.6666666666666667","Keikyu","Keiyo Bank","keikyu","keiyobank","0.33333333333333337","0.0","Keikyu","Keiyo Bank","Keikyu","Keiyo Bank","0.0","0.0"
"WekaMatchingRule","dbpedia_3184","Forbes1595","0.9972873126611694","1","Ono Pharmaceutical","ONO Pharmaceutical","ono","ono","1.0","1.0","Ono Pharmaceutical","ONO Pharmaceutical","onopharmaceutical","onopharmaceutical","1.0","1.0","Ono Pharmaceutical","ONO Pharmaceutical","ono","ono","1.0","1.0","Ono Pharmaceutical","ONO Pharmaceutical","onopharmaceutical","onopharmaceutical","1.0","1.0","Ono Pharmaceutical","ONO Pharmaceutical","ono","ono","1.0","1.0","Ono Pharmaceutical","ONO Pharmaceutical","onopharmaceutical","onopharmaceutical","1.0","1.0","Ono Pharmaceutical","ONO Pharmaceutical","Ono Pharmaceutical","ONO Pharmaceutical","1.0","1.0"
"WekaMatchingRule","dbpedia_98","Forbes1771","0.00934537080381876","0","Adabank","AmBank Group","adabank","ambank","0.2222222222222222","0.0","Adabank","AmBank Group","adabank","ambankgroup","0.14285714285714285","0.0","Adabank","AmBank Group","adabank","ambank","0.125","0.0","Adabank","AmBank Group","adabank","ambankgroup","0.07692307692307693","0.0","Adabank","AmBank Group","adabank","ambank","0.7142857142857143","0.7142857142857143","Adabank","AmBank Group","adabank","ambankgroup","0.36363636363636365","0.0","Adabank","AmBank Group","Adabank","AmBank Group","0.0","0.0"
"WekaMatchingRule","dbpedia_3545","Forbes106","0.00934537080381876","0","Relaxo","Reliance Industries","relaxo","reliance","0.2","0.0","Relaxo","Reliance Industries","relaxo","relianceindustries","0.1","0.0","Relaxo","Reliance Industries","relaxo","reliance","0.1111111111111111","0.0","Relaxo","Reliance Industries","relaxo","relianceindustries","0.05263157894736842","0.0","Relaxo","Reliance Industries","relaxo","reliance","0.5","0.0","Relaxo","Reliance Industries","relaxo","relianceindustries","0.2222222222222222","0.0","Relaxo","Reliance Industries","Relaxo","Reliance Industries","0.0","0.0"
"WekaMatchingRule","dbpedia_2725","Forbes1241","0.00934537080381876","0","Masimo","Masco","masimo","masco","0.2857142857142857","0.0","Masimo","Masco","masimo","masco","0.2857142857142857","0.0","Masimo","Masco","masimo","masco","0.16666666666666666","0.0","Masimo","Masco","masimo","masco","0.16666666666666666","0.0","Masimo","Masco","masimo","masco","0.6666666666666667","0.6666666666666667","Masimo","Masco","masimo","masco","0.6666666666666667","0.6666666666666667","Masimo","Masco","Masimo","Masco","0.0","0.0"
"WekaMatchingRule","dbpedia_4780","Forbes1574","0.9972873126611694","1","Yamada Denki","Yamada Denki","yamadadenki","yamadadenki","1.0","1.0","Yamada Denki","Yamada Denki","yamadadenki","yamadadenki","1.0","1.0","Yamada Denki","Yamada Denki","yamadadenki","yamadadenki","1.0","1.0","Yamada Denki","Yamada Denki","yamadadenki","yamadadenki","1.0","1.0","Yamada Denki","Yamada Denki","yamadadenki","yamadadenki","1.0","1.0","Yamada Denki","Yamada Denki","yamadadenki","yamadadenki","1.0","1.0","Yamada Denki","Yamada Denki","Yamada Denki","Yamada Denki","1.0","1.0"
"WekaMatchingRule","dbpedia_1681","Forbes1631","0.00934537080381876",,"G2000","77 Bank","g2000","77","0.0","0.0","G2000","77 Bank","g2000","77bank","0.0","0.0","G2000","77 Bank","g2000","77","0.0","0.0","G2000","77 Bank","g2000","77bank","0.0","0.0","G2000","77 Bank","g2000","77","0.0","0.0","G2000","77 Bank","g2000","77bank","0.0","0.0","G2000","77 Bank","G2000","77 Bank","0.0","0.0"
"WekaMatchingRule","dbpedia_4603","Forbes1710","0.00934537080381876",,"Viacom (2005–2019)","Aareal Bank","viacom2005–2019","aareal","0.0","0.0","Viacom (2005–2019)","Aareal Bank","viacom2005–2019","aarealbank","0.0","0.0","Viacom (2005–2019)","Aareal Bank","viacom2005–2019","aareal","0.0","0.0","Viacom (2005–2019)","Aareal Bank","viacom2005–2019","aarealbank","0.0","0.0","Viacom (2005–2019)","Aareal Bank","viacom2005–2019","aareal","0.06666666666666665","0.0","Viacom (2005–2019)","Aareal Bank","viacom2005–2019","aarealbank","0.06666666666666665","0.0","Viacom (2005–2019)","Aareal Bank","Viacom (2005–2019)","Aareal Bank","0.0","0.0"
"WekaMatchingRule","dbpedia_309","Forbes1892","0.00934537080381876","0","Arena Pharmaceuticals","Areva","arena","areva","0.3333333333333333","0.0","Arena Pharmaceuticals","Areva","arenapharmaceuticals","areva","0.09523809523809523","0.0","Arena Pharmaceuticals","Areva","arena","areva","0.2","0.0","Arena Pharmaceuticals","Areva","arenapharmaceuticals","areva","0.05","0.0","Arena Pharmaceuticals","Areva","arena","areva","0.8","0.8","Arena Pharmaceuticals","Areva","arenapharmaceuticals","areva","0.19999999999999996","0.0","Arena Pharmaceuticals","Areva","Arena Pharmaceuticals","Areva","0.0","0.0"
"WekaMatchingRule","dbpedia_3682","Forbes858","0.00934537080381876","0","SMTC Corporation","Symantec","smtc","symantec","0.0","0.0","SMTC Corporation","Symantec","smtccorporation","symantec","0.0","0.0","SMTC Corporation","Symantec","smtc","symantec","0.0","0.0","SMTC Corporation","Symantec","smtccorporation","symantec","0.0","0.0","SMTC Corporation","Symantec","smtc","symantec","0.5","0.0","SMTC Corporation","Symantec","smtccorporation","symantec","0.1333333333333333","0.0","SMTC Corporation","Symantec","SMTC Corporation","Symantec","0.0","0.0"
"WekaMatchingRule","dbpedia_3793","Forbes1770","0.9390737820919987","1","Securitas AB","Securitas","securitasab","securitas","0.8","0.8","Securitas AB","Securitas","securitasab","securitas","0.8","0.8","Securitas AB","Securitas","securitasab","securitas","0.7777777777777778","0.7777777777777778","Securitas AB","Securitas","securitasab","securitas","0.7777777777777778","0.7777777777777778","Securitas AB","Securitas","securitasab","securitas","0.8181818181818181","0.8181818181818181","Securitas AB","Securitas","securitasab","securitas","0.8181818181818181","0.8181818181818181","Securitas AB","Securitas","Securitas AB","Securitas","0.5","0.5"
"WekaMatchingRule","dbpedia_3191","Forbes867","0.00934537080381876","0","Ooredoo Maldives","Ooredoo Telecom","ooredoomaldives","ooredootelecom","0.2857142857142857","0.0","Ooredoo Maldives","Ooredoo Telecom","ooredoomaldives","ooredootelecom","0.2857142857142857","0.0","Ooredoo Maldives","Ooredoo Telecom","ooredoomaldives","ooredootelecom","0.25","0.0","Ooredoo Maldives","Ooredoo Telecom","ooredoomaldives","ooredootelecom","0.25","0.0","Ooredoo Maldives","Ooredoo Telecom","ooredoomaldives","ooredootelecom","0.5333333333333333","0.0","Ooredoo Maldives","Ooredoo Telecom","ooredoomaldives","ooredootelecom","0.5333333333333333","0.0","Ooredoo Maldives","Ooredoo Telecom","Ooredoo Maldives","Ooredoo Telecom","0.3333333333333333","0.0"
"WekaMatchingRule","dbpedia_3620","Forbes1579","0.00934537080381876","0","Royal Caribbean Group","Royal Mail","royalcaribbean","royalmail","0.23529411764705882","0.0","Royal Caribbean Group","Royal Mail","royalcaribbeangroup","royalmail","0.18181818181818182","0.0","Royal Caribbean Group","Royal Mail","royalcaribbean","royalmail","0.1875","0.0","Royal Caribbean Group","Royal Mail","royalcaribbeangroup","royalmail","0.14285714285714285","0.0","Royal Caribbean Group","Royal Mail","royalcaribbean","royalmail","0.5","0.0","Royal Caribbean Group","Royal Mail","royalcaribbeangroup","royalmail","0.368421052631579","0.0","Royal Caribbean Group","Royal Mail","Royal Caribbean Group","Royal Mail","0.25","0.0"
"WekaMatchingRule","dbpedia_3067","Forbes1726","0.8512481756293869","1","Nippon Steel","Nippon Steel Trading","nipponsteel","nipponsteeltrading","0.5882352941176471","0.5882352941176471","Nippon Steel","Nippon Steel Trading","nipponsteel","nipponsteeltrading","0.5882352941176471","0.5882352941176471","Nippon Steel","Nippon Steel Trading","nipponsteel","nipponsteeltrading","0.5625","0.5625","Nippon Steel","Nippon Steel Trading","nipponsteel","nipponsteeltrading","0.5625","0.5625","Nippon Steel","Nippon Steel Trading","nipponsteel","nipponsteeltrading","0.6111111111111112","0.6111111111111112","Nippon Steel","Nippon Steel Trading","nipponsteel","nipponsteeltrading","0.6111111111111112","0.6111111111111112","Nippon Steel","Nippon Steel Trading","Nippon Steel","Nippon Steel Trading","0.6666666666666666","0.6666666666666666"
"WekaMatchingRule","dbpedia_4603","Forbes843","0.00934537080381876",,"Viacom (2005–2019)","American Financial Group","viacom2005–2019","american","0.0","0.0","Viacom (2005–2019)","American Financial Group","viacom2005–2019","americanfinancialgroup","0.0","0.0","Viacom (2005–2019)","American Financial Group","viacom2005–2019","american","0.0","0.0","Viacom (2005–2019)","American Financial Group","viacom2005–2019","americanfinancialgroup","0.0","0.0","Viacom (2005–2019)","American Financial Group","viacom2005–2019","american","0.1333333333333333","0.0","Viacom (2005–2019)","American Financial Group","viacom2005–2019","americanfinancialgroup","0.09090909090909094","0.0","Viacom (2005–2019)","American Financial Group","Viacom (2005–2019)","American Financial Group","0.0","0.0"
"WekaMatchingRule","dbpedia_4603","Forbes846","0.00934537080381876",,"Viacom (2005–2019)","Athene Holding","viacom2005–2019","athene","0.0","0.0","Viacom (2005–2019)","Athene Holding","viacom2005–2019","atheneholding","0.0","0.0","Viacom (2005–2019)","Athene Holding","viacom2005–2019","athene","0.0","0.0","Viacom (2005–2019)","Athene Holding","viacom2005–2019","atheneholding","0.0","0.0","Viacom (2005–2019)","Athene Holding","viacom2005–2019","athene","0.06666666666666665","0.0","Viacom (2005–2019)","Athene Holding","viacom2005–2019","atheneholding","0.06666666666666665","0.0","Viacom (2005–2019)","Athene Holding","Viacom (2005–2019)","Athene Holding","0.0","0.0"
"WekaMatchingRule","dbpedia_3502","Forbes1245","0.00934537080381876","0","Railtrack","RSA Insurance Group","railtrack","rsainsurance","0.0","0.0","Railtrack","RSA Insurance Group","railtrack","rsainsurancegroup","0.0","0.0","Railtrack","RSA Insurance Group","railtrack","rsainsurance","0.0","0.0","Railtrack","RSA Insurance Group","railtrack","rsainsurancegroup","0.0","0.0","Railtrack","RSA Insurance Group","railtrack","rsainsurance","0.5","0.0","Railtrack","RSA Insurance Group","railtrack","rsainsurancegroup","0.3529411764705882","0.0","Railtrack","RSA Insurance Group","Railtrack","RSA Insurance Group","0.0","0.0"
"WekaMatchingRule","dbpedia_1057","Forbes1541","0.9972873126611694","1","Continental Resources","Continental Resources","continentalresources","continentalresources","1.0","1.0","Continental Resources","Continental Resources","continentalresources","continentalresources","1.0","1.0","Continental Resources","Continental Resources","continentalresources","continentalresources","1.0","1.0","Continental Resources","Continental Resources","continentalresources","continentalresources","1.0","1.0","Continental Resources","Continental Resources","continentalresources","continentalresources","1.0","1.0","Continental Resources","Continental Resources","continentalresources","continentalresources","1.0","1.0","Continental Resources","Continental Resources","Continental Resources","Continental Resources","1.0","1.0"
"WekaMatchingRule","dbpedia_4602","Forbes1235","0.00934537080381876",,"Viacom (2005–2019)","Alexion Pharmaceuticals","viacom2005–2019","alexion","0.0","0.0","Viacom (2005–2019)","Alexion Pharmaceuticals","viacom2005–2019","alexionpharmaceuticals","0.0","0.0","Viacom (2005–2019)","Alexion Pharmaceuticals","viacom2005–2019","alexion","0.0","0.0","Viacom (2005–2019)","Alexion Pharmaceuticals","viacom2005–2019","alexionpharmaceuticals","0.0","0.0","Viacom (2005–2019)","Alexion Pharmaceuticals","viacom2005–2019","alexion","0.06666666666666665","0.0","Viacom (2005–2019)","Alexion Pharmaceuticals","viacom2005–2019","alexionpharmaceuticals","0.09090909090909094","0.0","Viacom (2005–2019)","Alexion Pharmaceuticals","Viacom (2005–2019)","Alexion Pharmaceuticals","0.0","0.0"
"WekaMatchingRule","dbpedia_1056","Forbes206","0.00934537080381876","0","Continental Engineering Corporation","Continental","continentalengineering","continental","0.5","0.0","Continental Engineering Corporation","Continental","continentalengineeringcorporation","continental","0.3225806451612903","0.0","Continental Engineering Corporation","Continental","continentalengineering","continental","0.45","0.0","Continental Engineering Corporation","Continental","continentalengineeringcorporation","continental","0.2903225806451613","0.0","Continental Engineering Corporation","Continental","continentalengineering","continental","0.5","0.0","Continental Engineering Corporation","Continental","continentalengineeringcorporation","continental","0.33333333333333337","0.0","Continental Engineering Corporation","Continental","Continental Engineering Corporation","Continental","0.3333333333333333","0.0"
"WekaMatchingRule","dbpedia_4602","Forbes1236","0.00934537080381876",,"Viacom (2005–2019)","Aramark","viacom2005–2019","aramark","0.0","0.0","Viacom (2005–2019)","Aramark","viacom2005–2019","aramark","0.0","0.0","Viacom (2005–2019)","Aramark","viacom2005–2019","aramark","0.0","0.0","Viacom (2005–2019)","Aramark","viacom2005–2019","aramark","0.0","0.0","Viacom (2005–2019)","Aramark","viacom2005–2019","aramark","0.1333333333333333","0.0","Viacom (2005–2019)","Aramark","viacom2005–2019","aramark","0.1333333333333333","0.0","Viacom (2005–2019)","Aramark","Viacom (2005–2019)","Aramark","0.0","0.0"
"WekaMatchingRule","dbpedia_4602","Forbes395","0.00934537080381876",,"Viacom (2005–2019)","American Electric","viacom2005–2019","americanelectric","0.0","0.0","Viacom (2005–2019)","American Electric","viacom2005–2019","americanelectric","0.0","0.0","Viacom (2005–2019)","American Electric","viacom2005–2019","americanelectric","0.0","0.0","Viacom (2005–2019)","American Electric","viacom2005–2019","americanelectric","0.0","0.0","Viacom (2005–2019)","American Electric","viacom2005–2019","americanelectric","0.0","0.0","Viacom (2005–2019)","American Electric","viacom2005–2019","americanelectric","0.0","0.0","Viacom (2005–2019)","American Electric","Viacom (2005–2019)","American Electric","0.0","0.0"
"WekaMatchingRule","dbpedia_930","Forbes1594","0.00934537080381876","0","China Mobile","China International Marine","chinamobile","chinamarine","0.3333333333333333","0.0","China Mobile","China International Marine","chinamobile","chinainternationalmarine","0.13793103448275862","0.0","China Mobile","China International Marine","chinamobile","chinamarine","0.2857142857142857","0.0","China Mobile","China International Marine","chinamobile","chinainternationalmarine","0.10714285714285714","0.0","China Mobile","China International Marine","chinamobile","chinamarine","0.7272727272727273","0.7272727272727273","China Mobile","China International Marine","chinamobile","chinainternationalmarine","0.33333333333333337","0.0","China Mobile","China International Marine","China Mobile","China International Marine","0.25","0.0"
"WekaMatchingRule","dbpedia_1681","Forbes1404","0.00934537080381876",,"G2000","Almarai","g2000","almarai","0.0","0.0","G2000","Almarai","g2000","almarai","0.0","0.0","G2000","Almarai","g2000","almarai","0.0","0.0","G2000","Almarai","g2000","almarai","0.0","0.0","G2000","Almarai","g2000","almarai","0.0","0.0","G2000","Almarai","g2000","almarai","0.0","0.0","G2000","Almarai","G2000","Almarai","0.0","0.0"
"WekaMatchingRule","dbpedia_1836","Forbes511","0.00934537080381876","0","Grupo Famsa","Grupo ACS","grupofamsa","grupoacs","0.3333333333333333","0.0","Grupo Famsa","Grupo ACS","grupofamsa","grupoacs","0.3333333333333333","0.0","Grupo Famsa","Grupo ACS","grupofamsa","grupoacs","0.2727272727272727","0.0","Grupo Famsa","Grupo ACS","grupofamsa","grupoacs","0.2727272727272727","0.0","Grupo Famsa","Grupo ACS","grupofamsa","grupoacs","0.7","0.7","Grupo Famsa","Grupo ACS","grupofamsa","grupoacs","0.7","0.7","Grupo Famsa","Grupo ACS","Grupo Famsa","Grupo ACS","0.3333333333333333","0.0"
"WekaMatchingRule","dbpedia_1017","Forbes1788","0.00934537080381876","0","Colliers (company)","Core-Mark Holding Company","collierscompany","coremarkcompany","0.2727272727272727","0.0","Colliers (company)","Core-Mark Holding Company","collierscompany","coremarkholdingcompany","0.20689655172413793","0.0","Colliers (company)","Core-Mark Holding Company","collierscompany","coremarkcompany","0.18181818181818182","0.0","Colliers (company)","Core-Mark Holding Company","collierscompany","coremarkholdingcompany","0.13793103448275862","0.0","Colliers (company)","Core-Mark Holding Company","collierscompany","coremarkcompany","0.6666666666666667","0.6666666666666667","Colliers (company)","Core-Mark Holding Company","collierscompany","coremarkholdingcompany","0.4545454545454546","0.0","Colliers (company)","Core-Mark Holding Company","Colliers (company)","Core-Mark Holding Company","0.2","0.0"
"WekaMatchingRule","dbpedia_3504","Forbes285","0.00934537080381876","0","Rakon","Raytheon","rakon","raytheon","0.1","0.0","Rakon","Raytheon","rakon","raytheon","0.1","0.0","Rakon","Raytheon","rakon","raytheon","0.0","0.0","Rakon","Raytheon","rakon","raytheon","0.0","0.0","Rakon","Raytheon","rakon","raytheon","0.5","0.0","Rakon","Raytheon","rakon","raytheon","0.5","0.0","Rakon","Raytheon","Rakon","Raytheon","0.0","0.0"
"WekaMatchingRule","dbpedia_149","Forbes970","0.00934537080381876","0","Aktiv Kapital","Arch Capital Group","aktivkapital","archcapital","0.23529411764705882","0.0","Aktiv Kapital","Arch Capital Group","aktivkapital","archcapitalgroup","0.18181818181818182","0.0","Aktiv Kapital","Arch Capital Group","aktivkapital","archcapital","0.1875","0.0","Aktiv Kapital","Arch Capital Group","aktivkapital","archcapitalgroup","0.14285714285714285","0.0","Aktiv Kapital","Arch Capital Group","aktivkapital","archcapital","0.5833333333333333","0.5833333333333333","Aktiv Kapital","Arch Capital Group","aktivkapital","archcapitalgroup","0.375","0.0","Aktiv Kapital","Arch Capital Group","Aktiv Kapital","Arch Capital Group","0.0","0.0"
"WekaMatchingRule","dbpedia_4603","Forbes1940","0.00934537080381876",,"Viacom (2005–2019)","Andhra Bank","viacom2005–2019","andhra","0.0","0.0","Viacom (2005–2019)","Andhra Bank","viacom2005–2019","andhrabank","0.0","0.0","Viacom (2005–2019)","Andhra Bank","viacom2005–2019","andhra","0.0","0.0","Viacom (2005–2019)","Andhra Bank","viacom2005–2019","andhrabank","0.0","0.0","Viacom (2005–2019)","Andhra Bank","viacom2005–2019","andhra","0.06666666666666665","0.0","Viacom (2005–2019)","Andhra Bank","viacom2005–2019","andhrabank","0.06666666666666665","0.0","Viacom (2005–2019)","Andhra Bank","Viacom (2005–2019)","Andhra Bank","0.0","0.0"
"WekaMatchingRule","dbpedia_1884","Forbes1836","0.00934537080381876","0","Hana Financial Group","Hanwa","hana","hanwa","0.4","0.0","Hana Financial Group","Hanwa","hanafinancialgroup","hanwa","0.10526315789473684","0.0","Hana Financial Group","Hanwa","hana","hanwa","0.25","0.0","Hana Financial Group","Hanwa","hanafinancialgroup","hanwa","0.05555555555555555","0.0","Hana Financial Group","Hanwa","hana","hanwa","0.8","0.8","Hana Financial Group","Hanwa","hanafinancialgroup","hanwa","0.2222222222222222","0.0","Hana Financial Group","Hanwa","Hana Financial Group","Hanwa","0.0","0.0"
"WekaMatchingRule","dbpedia_802","Forbes948","0.00934537080381876","0","Capital Bank (Ghana)","CapitaLand","capitalghana","capitaland","0.42857142857142855","0.0","Capital Bank (Ghana)","CapitaLand","capitalbankghana","capitaland","0.3333333333333333","0.0","Capital Bank (Ghana)","CapitaLand","capitalghana","capitaland","0.38461538461538464","0.0","Capital Bank (Ghana)","CapitaLand","capitalbankghana","capitaland","0.29411764705882354","0.0","Capital Bank (Ghana)","CapitaLand","capitalghana","capitaland","0.75","0.75","Capital Bank (Ghana)","CapitaLand","capitalbankghana","capitaland","0.5625","0.5625","Capital Bank (Ghana)","CapitaLand","Capital Bank (Ghana)","CapitaLand","0.0","0.0"
"WekaMatchingRule","dbpedia_837","Forbes1594","0.00934537080381876","0","Catamaran Corporation","China International Marine","catamaran","chinamarine","0.125","0.0","Catamaran Corporation","China International Marine","catamarancorporation","chinainternationalmarine","0.10526315789473684","0.0","Catamaran Corporation","China International Marine","catamaran","chinamarine","0.06666666666666667","0.0","Catamaran Corporation","China International Marine","catamarancorporation","chinainternationalmarine","0.05263157894736842","0.0","Catamaran Corporation","China International Marine","catamaran","chinamarine","0.5454545454545454","0.0","Catamaran Corporation","China International Marine","catamarancorporation","chinainternationalmarine","0.29166666666666663","0.0","Catamaran Corporation","China International Marine","Catamaran Corporation","China International Marine","0.0","0.0"
