"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] CompanyNameComparatorJaccardNgram record1Value","[0] CompanyNameComparatorJaccardNgram record2Value","[0] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[0] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[0] CompanyNameComparatorJaccardNgram similarity","[0] CompanyNameComparatorJaccardNgram postproccesedSimilarity"
"LinearCombinationMatchingRule","dataworld_238","Forbes1881","0.0",,"Bridgestone","Burberry Group","bridgestone","burberry","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_952","Forbes952","0.0",,"Bidvest Group","Baker Hughes","bidvest","bakerhughes","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1227","Forbes528","0.0",,"Analog Devices","Astellas Pharma","analogdevices","astellaspharma","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1076","Forbes853","0.0",,"Brambles","Bank of Ireland","brambles","ireland","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_592","Forbes1233","0.0",,"Bank Central Asia","Braskem","centralasia","braskem","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1047","Forbes1727","0.0",,"Bank of Ayudhya","Bank of Greece","ayudhya","greece","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_412","Forbes403","0.0",,"Ahold","American International Group","ahold","american","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_776","Forbes1559","0.0",,"Turk Telekom","Terumo","turktelekom","terumo","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1610","Forbes1582","0.038461538461538464",,"Airgas","Aeroflot-Russian Airlines","airgas","aeroflotrussianairlines","0.038461538461538464","0.038461538461538464"
"LinearCombinationMatchingRule","dataworld_769","Forbes1059","0.0",,"Samsung Heavy Industries","Schroders","samsungheavy","schroders","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_895","Forbes1670","0.0",,"Campbell Soup","Cnpc Capital","campbellsoup","cnpccapital","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_144","Forbes149","0.0",,"AIA Group","Allergan","aia","allergan","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_38","Forbes902","0.0",,"AXA Group","Alliance Data Systems","axa","alliancedatasystems","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1335","Forbes769","0.0",,"Far Eastern New Century","Ferrovial","fareasternnewcentury","ferrovial","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_715","Forbes1883","0.0",,"West Japan Railway","Workday","westjapanrailway","workday","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_593","Forbes1365","0.17391304347826086",,"Grupo Pão de Açúcar","Grupo Televisa","grupopãodeaçúcar","grupotelevisa","0.17391304347826086","0.17391304347826086"
"LinearCombinationMatchingRule","dataworld_251","Forbes255","0.0",,"Halliburton","Huaxia Bank","halliburton","huaxia","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_837","Forbes852","0.2727272727272727",,"China Eastern Airlines","China Steel","chinaeasternairlines","chinasteel","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","dataworld_1594","Forbes633","0.0",,"Banco Carige","Bank of Ningbo","bancocarige","ningbo","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_144","Forbes143","0.0",,"AIA Group","AbbVie","aia","abbvie","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1811","Forbes1290","0.0",,"Teijin","Transocean","teijin","transocean","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1070","Forbes1122","0.05",,"Emaar Properties","Experian","emaarproperties","experian","0.05","0.05"
"LinearCombinationMatchingRule","dataworld_268","Forbes1652","0.058823529411764705",,"China Pacific Insurance","Chimera Investment","chinapacificinsurance","chimerainvestment","0.058823529411764705","0.058823529411764705"
"LinearCombinationMatchingRule","dataworld_1903","Forbes10","0.4166666666666667",,"Toyota Boshoku","Toyota Motor","toyotaboshoku","toyota","0.4166666666666667","0.4166666666666667"
"LinearCombinationMatchingRule","dataworld_1487","Forbes521","0.0",,"PostNL","Praxair","postnl","praxair","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1909","Forbes735","0.0",,"Reliance Infrastructure","Ross Stores","relianceinfrastructure","rossstores","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_151","Forbes1172","0.0",,"TNK-BP Holding","Terna","tnkbp","terna","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1346","Forbes1067","0.0",,"Alfa Laval","Analog Devices","alfalaval","analogdevices","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1777","Forbes1375","0.0",,"MISC","Mead Johnson Nutrition","misc","meadjohnsonnutrition","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_151","Forbes1173","0.0",,"TNK-BP Holding","Tokyo Century","tnkbp","tokyocentury","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1811","Forbes144","0.0",,"Teijin","Tokio Marine Holdings","teijin","tokiomarine","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_596","Forbes965","0.045454545454545456",,"DISH Network","Deutsche Wohnen","dishnetwork","deutschewohnen","0.045454545454545456","0.045454545454545456"
"LinearCombinationMatchingRule","dataworld_847","Forbes975","0.0",,"Hong Kong & China Gas","Huadian Power International","hongkongchinagas","huadianpower","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_708","Forbes105","0.0",,"BRF-Brasil Foods","BBVA-Banco Bilbao Vizcaya","brfbrasilfoods","bbvabancobilbaovizcaya","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1811","Forbes148","0.1",,"Teijin","Tencent Holdings","teijin","tencent","0.1","0.1"
"LinearCombinationMatchingRule","dataworld_960","Forbes1381","0.0",,"Adobe Systems","Alfresa Holdings","adobesystems","alfresa","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_387","Forbes1774","0.0",,"Colgate-Palmolive","Chongqing New Century Cruise","colgatepalmolive","chongqingnewcenturycruise","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_299","Forbes1409","0.0",,"BB&T","Banca Mediolanum","bbt","bancamediolanum","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1140","Forbes1934","0.02564102564102564",,"Inner Mongolia Yitai","Indiabulls Housing Finance","innermongoliayitai","indiabullshousingfinance","0.02564102564102564","0.02564102564102564"
"LinearCombinationMatchingRule","dataworld_1140","Forbes1937","0.047619047619047616",,"Inner Mongolia Yitai","Indian Bank","innermongoliayitai","indian","0.047619047619047616","0.047619047619047616"
"LinearCombinationMatchingRule","dataworld_1170","Forbes206","0.07692307692307693",,"Cosan","Continental","cosan","continental","0.07692307692307693","0.07692307692307693"
"LinearCombinationMatchingRule","dataworld_723","Forbes1143","0.0625",,"Tokyu","Toppan Printing","tokyu","toppanprinting","0.0625","0.0625"
"LinearCombinationMatchingRule","dataworld_1484","Forbes1187","0.0",,"HCL Technologies","Harley-Davidson","hcl","harleydavidson","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1484","Forbes1188","0.0",,"HCL Technologies","Hess","hcl","hess","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_990","Forbes1157","0.0",,"Hyundai Engineering","Hesteel","hyundaiengineering","hesteel","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1341","Forbes1682","0.05555555555555555",,"AutoNation","AU Optronics","autonation","auoptronics","0.05555555555555555","0.05555555555555555"
"LinearCombinationMatchingRule","dataworld_270","Forbes761","0.0",,"China Communications Construction","Credicorp","chinaconstruction","credicorp","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_24","Forbes291","0.0",,"AT&T","Archer Daniels Midland","att","archerdanielsmidland","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1344","Forbes775","0.0",,"Caesars Entertainment","China Resources Power","caesarsentertainment","chinaresourcespower","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1252","Forbes1202","0.07142857142857142",,"Red Eléctrica","Ricoh","redeléctrica","ricoh","0.07142857142857142","0.07142857142857142"
"LinearCombinationMatchingRule","dataworld_620","Forbes1530","0.0",,"Seagate Technology","Suruga Bank","seagatetechnology","suruga","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_51","Forbes1457","0.0",,"Sumitomo Mitsui Financial","Shanghai Commercial & Savings Bank","sumitomomitsui","shanghaicommercialsavings","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_829","Forbes1723","0.0",,"SJM Holdings","Sino Land","sjm","sinoland","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_51","Forbes1458","0.0",,"Sumitomo Mitsui Financial","Shiseido","sumitomomitsui","shiseido","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_28","Forbes1686","0.027777777777777776",,"Bank of America","Bureau Veritas Registre International de Classific","america","bureauveritasregistredeclassific","0.027777777777777776","0.027777777777777776"
"LinearCombinationMatchingRule","dataworld_235","Forbes362","0.0",,"Centrica","Cheung Kong Property Holdings","centrica","cheungkongproperty","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_732","Forbes1288","0.0",,"Antofagasta","AutoNation","antofagasta","autonation","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1601","Forbes1465","0.0",,"Imperial Holdings","ITV","imperial","itv","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_588","Forbes1482","0.0",,"Sprint Nextel","Sistema","sprintnextel","sistema","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_276","Forbes1290","0.0",,"TeliaSonera","Transocean","teliasonera","transocean","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_462","Forbes1235","0.0",,"Atlas Copco","Alexion Pharmaceuticals","atlascopco","alexion","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_848","Forbes973","0.0",,"VMware","Ventas","vmware","ventas","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1424","Forbes1607","0.0",,"Electric Power Development","EasyJet","electricpowerdevelopment","easyjet","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_413","Forbes533","0.0",,"CEZ Group","Cummins","cez","cummins","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_413","Forbes534","0.0",,"CEZ Group","China Zheshang Bank","cez","chinazheshang","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_170","Forbes512","0.0",,"RWE Group","Resona Holdings","rwe","resona","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_115","Forbes1016","0.0",,"Schlumberger","South32","schlumberger","south32","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_652","Forbes1900","0.041666666666666664",,"Henderson Land","Hella Kgaa Hueck &","hendersonland","hellakgaahueck","0.041666666666666664","0.041666666666666664"
"LinearCombinationMatchingRule","dataworld_796","Forbes187","0.0",,"LG Display","Legal & General Group","lgdisplay","legalgeneral","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_513","Forbes783","0.03333333333333333",,"CaixaBank","Canadian Natural Resources","caixabank","canadiannaturalresources","0.03333333333333333","0.03333333333333333"
"LinearCombinationMatchingRule","dataworld_1852","Forbes410","0.0",,"Motor Oil","Magna International","oil","magna","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1812","Forbes277","0.0",,"Shikoku Bank","Seven & I Holdings","shikoku","seveni","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_796","Forbes185","0.0",,"LG Display","Lowe's","lgdisplay","lowes","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_364","Forbes1138","0.1111111111111111",,"Kering","Keppel","kering","keppel","0.1111111111111111","0.1111111111111111"
"LinearCombinationMatchingRule","dataworld_973","Forbes227","0.0",,"Tingyi Holding","Target","tingyi","target","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1791","Forbes491","0.0",,"Calsonic Kansei","Credit Suisse Group","calsonickansei","creditsuisse","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_463","Forbes836","0.0",,"LG Chem","Link REIT","lgchem","linkreit","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1300","Forbes1153","0.0",,"Odakyu Electric Railway","Olympus","odakyuelectricrailway","olympus","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1307","Forbes242","0.045454545454545456",,"Abengoa","Abbott Laboratories","abengoa","abbottlaboratories","0.045454545454545456","0.045454545454545456"
"LinearCombinationMatchingRule","dataworld_130","Forbes244","1.0",,"State Bank of India","State Bank of India","stateindia","stateindia","1.0","1.0"
"LinearCombinationMatchingRule","dataworld_518","Forbes165","0.045454545454545456",,"Charles Schwab","China Railway Group","charlesschwab","chinarailway","0.045454545454545456","0.045454545454545456"
"LinearCombinationMatchingRule","dataworld_1197","Forbes353","0.05555555555555555",,"Remgro","Reckitt Benckiser Group","remgro","reckittbenckiser","0.05555555555555555","0.05555555555555555"
"LinearCombinationMatchingRule","dataworld_462","Forbes701","0.0",,"Atlas Copco","Adobe Systems","atlascopco","adobesystems","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_850","Forbes617","0.0",,"SKF Group","Sekisui House","skf","sekisuihouse","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_850","Forbes618","0.0",,"SKF Group","Siam Commercial Bank","skf","siamcommercial","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_778","Forbes160","0.0",,"Agilent Technologies","Aetna","agilent","aetna","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1699","Forbes1769","0.0",,"CorpBanca","China Mengniu Dairy","corpbanca","chinamengniudairy","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_45","Forbes408","0.0",,"Nippon Telegraph & Tel","NTPC","nippontelegraphtel","ntpc","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_334","Forbes967","0.0",,"MTN Group","Mebuki Financial Group","mtn","mebuki","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_369","Forbes1883","0.0625",,"Woori Finance Holdings","Workday","woorifinance","workday","0.0625","0.0625"
"LinearCombinationMatchingRule","dataworld_396","Forbes1525","0.0",,"EXOR","EMS-Chemie Holding","exor","emschemie","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_107","Forbes1755","0.0",,"Cnooc","China National Materials","cnooc","chinanationalmaterials","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_827","Forbes337","0.0",,"Korea Gas","KIA Motors","koreagas","kia","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_614","Forbes1656","0.07692307692307693",,"Daqin Railway","Dana Holding","daqinrailway","dana","0.07692307692307693","0.07692307692307693"
"LinearCombinationMatchingRule","dataworld_997","Forbes118","0.0",,"Shoppers Drug Mart","Saudi Basic Industries","shoppersdrugmart","saudibasic","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1142","Forbes694","0.0",,"Adani Enterprises","All Nippon Airways","adanienterprises","allnipponairways","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1016","Forbes1974","0.05263157894736842",,"Naspers","Nanya Technology","naspers","nanyatechnology","0.05263157894736842","0.05263157894736842"
"LinearCombinationMatchingRule","dataworld_1082","Forbes1021","0.0",,"Wisconsin Energy","WW Grainger","wisconsin","wwgrainger","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1699","Forbes262","0.0",,"CorpBanca","Central Japan Railway","corpbanca","centraljapanrailway","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1438","Forbes248","0.0",,"Bunzl","BB&T","bunzl","bbt","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_287","Forbes1529","0.0",,"National Oilwell Varco","NEX Group","nationaloilwellvarco","nex","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_317","Forbes941","0.0",,"Fresenius","Fairfax Financial","fresenius","fairfax","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_107","Forbes1750","0.0",,"Cnooc","CalAtlantic Group","cnooc","calatlantic","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_763","Forbes66","0.0",,"Citic Pacific","CVS Health","citicpacific","cvshealth","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1082","Forbes1024","0.0",,"Wisconsin Energy","Weichai Power","wisconsin","weichaipower","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1902","Forbes380","0.0",,"Fuji Electric","Femsa","fujielectric","femsa","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1917","Forbes263","0.0",,"LG International","Liberty Global","lg","libertyglobal","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_992","Forbes1770","0.0",,"Shanghai International Port","Securitas","shanghaiport","securitas","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1112","Forbes1436","0.0",,"Shoprite Holdings","Sabesp","shoprite","sabesp","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_569","Forbes550","0.045454545454545456",,"Dominion Resources","Dongfeng Motor Group","dominionresources","dongfeng","0.045454545454545456","0.045454545454545456"
"LinearCombinationMatchingRule","dataworld_649","Forbes161","0.0",,"CSN","China Shenhua Energy","csn","chinashenhua","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1822","Forbes771","0.0",,"Sealed Air","Scentre Group","sealedair","scentre","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1345","Forbes779","0.0",,"Silver Wheaton","Schaeffler","silverwheaton","schaeffler","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1200","Forbes1783","0.0",,"AGL Energy","Asian Paints","agl","asianpaints","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1345","Forbes777","0.0",,"Silver Wheaton","Samba Financial Group","silverwheaton","samba","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1271","Forbes563","0.0",,"AGCO","Akzo Nobel","agco","akzonobel","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_132","Forbes375","0.0",,"News Corp","Novo Nordisk","news","novonordisk","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1191","Forbes1394","0.0",,"FCC","Focus Media Information Technology","fcc","focusmediainformationtechnology","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1123","Forbes918","0.07142857142857142",,"Henan Shuanghui Investment","Huishang Bank","henanshuanghuiinvestment","huishang","0.07142857142857142","0.07142857142857142"
"LinearCombinationMatchingRule","dataworld_721","Forbes618","0.0",,"Samba Financial Group","Siam Commercial Bank","samba","siamcommercial","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1699","Forbes1762","0.041666666666666664",,"CorpBanca","Cullen/Frost Bankers","corpbanca","cullenfrostbankers","0.041666666666666664","0.041666666666666664"
"LinearCombinationMatchingRule","dataworld_929","Forbes1975","0.038461538461538464",,"Shizuoka Bank","Shanxi Taigang Stainless","shizuoka","shanxitaigangstainless","0.038461538461538464","0.038461538461538464"
"LinearCombinationMatchingRule","dataworld_1686","Forbes1778","0.0",,"Meiji Holdings","Mattel","meiji","mattel","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1699","Forbes1767","0.0",,"CorpBanca","Central Puerto","corpbanca","centralpuerto","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1294","Forbes1823","0.0",,"GEA Group","Golden Agri-Resources","gea","goldenagriresources","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_86","Forbes1972","0.0",,"Hyundai Motor","HollyFrontier","hyundai","hollyfrontier","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_823","Forbes1372","0.0",,"Aluminium Corp of China","AAC Technologies Holdings","aluminiumchina","aac","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_985","Forbes1271","0.0",,"Delta Lloyd","Dai Nippon Printing","deltalloyd","dainipponprinting","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1738","Forbes1816","0.0",,"Air Canada","Angang Steel","aircanada","angangsteel","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1307","Forbes247","0.0",,"Abengoa","American Airlines Group","abengoa","americanairlines","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_387","Forbes1779","0.0",,"Colgate-Palmolive","Credit Saison","colgatepalmolive","creditsaison","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_721","Forbes617","0.0",,"Samba Financial Group","Sekisui House","samba","sekisuihouse","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_816","Forbes1712","0.0",,"DSM","Dufry","dsm","dufry","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1677","Forbes1611","0.0",,"Nürnberger","NVR","nürnberger","nvr","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1195","Forbes224","0.038461538461538464",,"Fiserv","Fiat Chrysler Automobiles","fiserv","fiatchryslerautomobiles","0.038461538461538464","0.038461538461538464"
"LinearCombinationMatchingRule","dataworld_622","Forbes141","0.0",,"Kingfisher","KDDI","kingfisher","kddi","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1705","Forbes521","0.0",,"Popular","Praxair","popular","praxair","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1542","Forbes1749","0.0",,"TDK","Taiwan Business Bank","tdk","taiwanbusiness","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1090","Forbes619","0.0",,"Canadian Oil Sands","China Eastern Airlines","canadianoilsands","chinaeasternairlines","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_836","Forbes850","0.0",,"Asustek Computer","AMP","asustekcomputer","amp","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_706","Forbes856","0.0",,"RSA Insurance Group","Rakuten","rsainsurance","rakuten","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_100","Forbes980","0.0",,"CVS Caremark","China Coal Energy","cvscaremark","chinacoal","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_748","Forbes1034","0.0",,"Sinohydro Group","Stora Enso","sinohydro","storaenso","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1366","Forbes1575","0.0",,"Bajaj Auto","BCV Group","bajajauto","bcv","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1436","Forbes1505","0.0",,"Crown Ltd","Chow Tai Fook Jewellery","crown","chowtaifookjewellery","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_748","Forbes1036","0.0",,"Sinohydro Group","Seagate Technology","sinohydro","seagatetechnology","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_640","Forbes76","0.0",,"Wheelock & Co","Westpac Banking Group","wheelock","westpacbanking","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1436","Forbes1508","0.0",,"Crown Ltd","Concordia Financial Group","crown","concordia","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_780","Forbes155","0.0",,"AES","Anthem","aes","anthem","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1366","Forbes1570","0.0",,"Bajaj Auto","Bendigo & Adelaide Bank","bajajauto","bendigoadelaide","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1250","Forbes1951","0.0",,"Polyus Gold International","Pearson","polyusgold","pearson","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1580","Forbes1176","0.0",,"ARM Holdings","Advance Auto Parts","arm","advanceautoparts","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_353","Forbes1745","0.0",,"SK Innovation","Syndicate Bank","skinnovation","syndicate","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_308","Forbes556","0.0",,"Sasol","Standard Life","sasol","standardlife","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1580","Forbes1177","0.0",,"ARM Holdings","Ayala","arm","ayala","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_359","Forbes857","0.16666666666666666",,"AMP","Ameren","amp","ameren","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","dataworld_514","Forbes782","0.0",,"Dai-ichi Life Insurance","Discovery Communications","daiichilifeinsurance","discovery","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_998","Forbes1287","0.05555555555555555",,"Link REIT","Latam Airlines","linkreit","latamairlines","0.05555555555555555","0.05555555555555555"
"LinearCombinationMatchingRule","dataworld_616","Forbes639","0.0",,"China Resources Land","Capgemini","chinaresourcesland","capgemini","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1060","Forbes1393","0.045454545454545456",,"Coventry Health Care","Colruyt","coventryhealthcare","colruyt","0.045454545454545456","0.045454545454545456"
"LinearCombinationMatchingRule","dataworld_130","Forbes1506","0.0",,"State Bank of India","Shimano","stateindia","shimano","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1756","Forbes938","0.0",,"China Aviation Oil","Conagra Brands","chinaaviationoil","conagrabrands","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_742","Forbes1521","0.0",,"Devon Energy","DSV","devon","dsv","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1756","Forbes937","0.0",,"China Aviation Oil","CMS Energy","chinaaviationoil","cms","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1580","Forbes751","0.0",,"ARM Holdings","Abertis","arm","abertis","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_246","Forbes1018","0.0",,"BlackRock","BDO Unibank","blackrock","bdounibank","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1334","Forbes1163","0.0",,"Check Point Software","Cerner","checkpointsoftware","cerner","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1253","Forbes917","0.0",,"Saputo","Swatch Group","saputo","swatch","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1626","Forbes935","0.0",,"Thomas Cook Group","Tokyu","thomascook","tokyu","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1196","Forbes355","0.0",,"Fidelity National Financial","Freddie Mac","fidelitynational","freddiemac","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1308","Forbes245","0.0",,"DSME","DBS Group","dsme","dbs","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1626","Forbes934","0.0",,"Thomas Cook Group","Tesla","thomascook","tesla","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_903","Forbes694","0.0",,"AngloGold Ashanti","All Nippon Airways","anglogoldashanti","allnipponairways","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1065","Forbes227","0.0",,"Terna","Target","terna","target","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1078","Forbes105","0.0",,"Bank of Greece","BBVA-Banco Bilbao Vizcaya","greece","bbvabancobilbaovizcaya","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1556","Forbes497","0.0",,"Mizrahi Tefahot Bank","M&T Bank","mizrahitefahot","mt","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1478","Forbes1197","0.0",,"Public Power","Pentair","publicpower","pentair","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1094","Forbes26","0.0",,"Tullow Oil","Total","tullowoil","total","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_353","Forbes1740","0.0",,"SK Innovation","Shiga Bank","skinnovation","shiga","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_353","Forbes1741","0.05263157894736842",,"SK Innovation","SK Networks","skinnovation","sknetworks","0.05263157894736842","0.05263157894736842"
"LinearCombinationMatchingRule","dataworld_650","Forbes155","0.0",,"Asahi Kasei","Anthem","asahikasei","anthem","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_353","Forbes1743","0.0",,"SK Innovation","Showa Shell Sekiyu","skinnovation","showashellsekiyu","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_720","Forbes1760","0.0",,"Tyson Foods","Tingyi Holding","tysonfoods","tingyi","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_1062","Forbes975","0.0",,"Hormel Foods","Huadian Power International","hormelfoods","huadianpower","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_906","Forbes1336","0.07142857142857142",,"Rexel","Red Eléctrica","rexel","redeléctrica","0.07142857142857142","0.07142857142857142"
"LinearCombinationMatchingRule","dataworld_1584","Forbes136","0.0",,"Halyk Bank","Honeywell International","halyk","honeywell","0.0","0.0"
"LinearCombinationMatchingRule","dataworld_906","Forbes1337","0.0",,"Rexel","RusHydro","rexel","rushydro","0.0","0.0"
