Kaggle_98872+Forbes1031,0.0
Kaggle_89988+dbpedia_3962,0.0
Kaggle_5941396+dbpedia_1055+Kaggle_29882,0.0
dbpedia_2248+Kaggle_39375,0.0
Kaggle_15626+Forbes855,0.0
Kaggle_5534825+dbpedia_1291,0.0
Kaggle_104092+dbpedia_2443,0.0
dbpedia_718+Kaggle_139083+Kaggle_15021,0.0
Kaggle_100510+Forbes304,0.0
dataworld_627+Kaggle_208688,0.0
Kaggle_296872+Forbes227,0.0
Kaggle_300146+dbpedia_4790,0.0
Kaggle_106068+dbpedia_4564,0.0
Kaggle_293971+Kaggle_621902+dbpedia_4510,0.0
Kaggle_32718+dbpedia_1384,0.0
Kaggle_91525+Forbes892,0.0
dbpedia_1523+Kaggle_107447,0.0
dbpedia_2239+Kaggle_2256203,0.0
dbpedia_1290+Kaggle_156378,0.0
Kaggle_191182+dbpedia_3615,0.0
dbpedia_2604+Kaggle_6428172,0.0
Kaggle_5408467+dbpedia_4253,0.0
dataworld_1578+Kaggle_801,0.0
dbpedia_4406+Kaggle_26214,0.0
dataworld_1358+Kaggle_22347,0.0
Kaggle_261347+dataworld_478,0.0
dbpedia_4388+Kaggle_444326,0.0
dbpedia_1721+Kaggle_443772,0.0
Kaggle_647384+Forbes1387,0.0
dbpedia_1288+Kaggle_29633,0.0
dbpedia_3813+Kaggle_126777,0.0
Kaggle_351472+dbpedia_1866,0.0
dbpedia_2448+Kaggle_34129,0.0
dbpedia_1562+Kaggle_8005,0.0
Kaggle_1075634+dbpedia_838,0.0
Kaggle_152337+dbpedia_359,0.0
dbpedia_3573+Kaggle_57773,0.0
Kaggle_132439+dbpedia_4045,0.0
dataworld_1510+Kaggle_4125,0.0
dbpedia_3449+Kaggle_67341,0.0
Kaggle_325775+dbpedia_858,0.0
Kaggle_11106+dataworld_1698,0.0
Kaggle_113833+Forbes1906,0.0
Kaggle_210299+dbpedia_2397,0.0
Kaggle_498521+dbpedia_3519,0.0
Kaggle_123254+dbpedia_324+Forbes1362,0.0
Kaggle_8690+Kaggle_11277+dbpedia_803,0.0
Kaggle_5417509+dbpedia_3677,0.0
Kaggle_4284432+dbpedia_3840+Kaggle_93190,0.0
dataworld_1877+Kaggle_28414,0.0
dbpedia_254+Kaggle_140624,0.0
Kaggle_24028+dbpedia_3413+Kaggle_58997,0.0
dbpedia_819+Kaggle_100487,0.0
Kaggle_13129+dbpedia_1342+Kaggle_109376,0.0
Kaggle_131109+Kaggle_1232335+dbpedia_743,0.0
Kaggle_6154772+dbpedia_2842+Kaggle_142680,0.0
Kaggle_189721+dbpedia_1861,0.0
dataworld_1226+Kaggle_339918,0.0
Kaggle_5175449+dbpedia_2517+Kaggle_107069,0.0
dbpedia_4294+Kaggle_111778+Kaggle_1503155,0.0
Kaggle_250863+dbpedia_3397+Kaggle_192268,0.0
dbpedia_4725+Kaggle_3609,0.0
dataworld_1857+Kaggle_53564,0.0
Kaggle_267010+Forbes216,0.0
Kaggle_7061+Forbes91,0.0
Kaggle_310580+dbpedia_1160,0.0
dbpedia_3536+Kaggle_287153+Kaggle_2433606,0.0
dataworld_1443+Kaggle_6884995,0.0
Kaggle_2769577+dbpedia_306,0.0
dbpedia_1943+Kaggle_883773,0.0
Kaggle_267299+dbpedia_1885,0.0
Kaggle_70252+dbpedia_2356,0.0
Kaggle_335328+dbpedia_4587,0.0
dbpedia_4435+Kaggle_22813,0.0
Kaggle_275712+dbpedia_73,0.0
Forbes1479+Kaggle_340303,0.0
Kaggle_2443970+dbpedia_4407+Kaggle_119808,0.0
dbpedia_1316+Kaggle_400762,0.0
Kaggle_230076+dbpedia_2257,0.0
dbpedia_2745+Kaggle_6937745,0.0
Kaggle_24801+dbpedia_160,0.0
Kaggle_76998+dbpedia_4281+Kaggle_344969,0.0
dbpedia_251+Kaggle_85019,0.0
Kaggle_6250980+dbpedia_4387,0.0
dbpedia_3673+Kaggle_243410,0.0
dbpedia_2655+Kaggle_100806,0.0
Kaggle_115427+dataworld_1540,0.0
Forbes1296+Kaggle_101570,0.0
Kaggle_296941+Kaggle_5734124+dbpedia_765,0.0
Kaggle_1629259+dbpedia_2470,0.0
dbpedia_1399+Kaggle_128948,0.0
Kaggle_5935441+Forbes678,0.0
Kaggle_1589771+dbpedia_3630,0.0
Kaggle_4016397+dataworld_1259,0.0
