"dbpedia_1010","Kaggle_5791159","0.0","0.46153846153846156","0.0","Cogent Communications","castle communications"
"dbpedia_1010","Kaggle_5827543","0.0","0.34210526315789475","0.0","Cogent Communications","siemens enterprise communications, s. a."
"dbpedia_1010","Kaggle_6840501","0.0","0.6086956521739131","0.0","Cogent Communications","point 2 point communications"
"dbpedia_1010","Kaggle_6904728","0.0","0.40540540540540543","0.0","Cogent Communications","cordiant communications group limited"
"dbpedia_1023","Kaggle_5791181","0.2692307692307692","0.0","0.0","Color Marketing Group","direct action marketing"
"dbpedia_1033","Kaggle_5443744","0.7037037037037037","0.0","0.0","Community Health Systems","community healthcare systems"
"dbpedia_1033","Kaggle_5684771","0.35135135135135137","0.0","0.0","Community Health Systems","hilltown community health centers, inc."
"dbpedia_1033","Kaggle_5707864","0.0","0.35135135135135137","0.0","Community Health Systems","franklin community health network"
"dbpedia_1033","Kaggle_6864262","0.3939393939393939","0.0","0.0","Community Health Systems","harvard community health plan"
"dbpedia_1053","Kaggle_5408102","0.9166666666666666","0.0","0.0","Constellation Energy","constellatio"
"dbpedia_1053","Kaggle_6626967","0.7333333333333333","0.0","0.0","Constellation Energy","p&t constellations"
"dbpedia_1053","Kaggle_6689708","0.0","0.5185185185185185","0.0","Constellation Energy","constellation engineering"
"dbpedia_1054","Kaggle_5521198","0.0","0.27906976744186046","0.0","Constellation Software","construction management software limited"
"dbpedia_1056","Kaggle_5265100","0.28888888888888886","0.0","0.0","Continental Engineering Corporation","metal engineering and treatment company private limited"
"dbpedia_1056","Kaggle_5387650","0.0","0.22641509433962265","0.0","Continental Engineering Corporation","igades - engineering consultancy limited"
"dbpedia_1056","Kaggle_6892006","0.0","0.4634146341463415","0.0","Continental Engineering Corporation","separation engineering incorporated"
"dbpedia_1057","Kaggle_6567145","0.0","0.25806451612903225","0.0","Continental Resources","mega business resources"
"dbpedia_1057","Kaggle_6811323","0.5757575757575758","0.0","0.0","Continental Resources","continental rehabilitation resources"
"dbpedia_1067","Kaggle_6648041","0.8823529411764706","0.0","0.0","Core Laboratories","core laboratories international b.v."
"dbpedia_1072","Kaggle_6945784","0.0","0.4827586206896552","0.0","Corinthia Group of Companies","pike group of companies"
"dbpedia_1076","Kaggle_6772326","0.4230769230769231","0.0","0.0","Corus Entertainment","recordnize entertainment"
"dbpedia_1086","Kaggle_6641303","0.0","0.2328767123287671","0.0","Cottage Industries Exposition Limited","shanghai light industrial products import & export corporation limited"
"dbpedia_1095","Kaggle_5787195","0.4375","0.0","0.0","Creative Eye Limited","creative flavor inc"
"dbpedia_1096","Kaggle_5599835","0.7894736842105263","0.7894736842105263","0.0","Creative Technology","kreative technology"
"dbpedia_1096","Kaggle_5787195","0.30434782608695654","0.0","0.0","Creative Technology","creative flavor inc"
"dbpedia_1096","Kaggle_6635309","0.0","0.34782608695652173","0.0","Creative Technology","mti technology as"
"dbpedia_1096","Kaggle_6665967","0.0","0.3157894736842105","0.0","Creative Technology","vishesh innovative technologies - india"
"dbpedia_109","Kaggle_5304812","0.20454545454545456","0.0","0.0","Advanced Drainage Systems","advanced management engineering llc"
"dbpedia_10","Kaggle_5384180","0.7058823529411765","0.0","0.0","3i Infrastructure","ar infrastructure"
"dbpedia_10","Kaggle_6868923","0.7647058823529411","0.0","0.0","3i Infrastructure","tdi infrastructure limited"
"dbpedia_110","Kaggle_6618719","0.6129032258064516","0.0","0.0","Advanced Micro Devices","advanced micro devices export sdn. bhd."
"dbpedia_110","Kaggle_6690182","0.631578947368421","0.0","0.0","Advanced Micro Devices","advanced micro energy inc"
"dbpedia_1117","Kaggle_5575783","0.0","0.4857142857142857","0.0","Currency Exchange International","currency exchange solutions"
"dbpedia_1117","Kaggle_6744656","0.0","0.275","0.0","Currency Exchange International","colombier international b.v."
"dbpedia_1123","Kaggle_5671580","0.0","0.2702702702702703","0.0","Cyprus Development Bank","mulberry property developments."
"dbpedia_1123","Kaggle_5844992","0.3448275862068966","0.0","0.0","Cyprus Development Bank","tredegar development trust limited"
