"Forbes1605","Kaggle_1658","0.9504132231404959","Tech Data","tech data","","techdata.com","","1974"
"Forbes1433","Kaggle_5920","0.9504132231404959","Dassault Aviation","dassault aviation","","dassault-aviation.com","","1929"
"Forbes1645","Kaggle_3005","0.9504132231404959","Dixons Carphone","dixons carphone","","dixonscarphone.com","","2014"
"Forbes1995","Kaggle_25410","0.9504132231404959","Aurubis","aurubis ag","","aurubis.com","","1866"
"Forbes658","Kaggle_154206","0.9504132231404959","Transneft","transneft","","transneft.ru","","2012"
"Forbes1444","Kaggle_16722","0.9504132231404959","Goodman Group","goodman","","goodman.com","",""
"Forbes1354","Kaggle_3175","0.9504132231404959","CR Bard","cr bard","","crbard.com","","1907"
"Forbes463","Kaggle_5193243","0.9504132231404959","Axis Bank","axis","","axisspb.com","","2012"
"Forbes517","Kaggle_20809","0.9504132231404959","Couche Tard","couche-tard","","","","1980"
"Forbes1349","Kaggle_542350","0.9504132231404959","Hexagon","hexagon","","geksagon.ru","",""
"Forbes766","Kaggle_497849","0.9504132231404959","Hilton","hilton inc","","humankind.cc","",""
"Forbes413","Kaggle_269739","1.0","Sumitomo Mitsui Trust","sumitomo mitsui trust bank (u.s.a) limited","","smtbusa.com","","1987"
"Forbes1666","Kaggle_2448","0.9504132231404959","Mettler-Toledo International","mettler-toledo international, inc","","mt.com","","1946"
"Forbes180","Kaggle_233","0.9504132231404959","Travelers","travelers","","travelers.com","","1853"
"Forbes230","Kaggle_700","0.9504132231404959","Danske Bank","danske bank","","danskebank.com","","1871"
"Forbes1297","Kaggle_49645","0.9504132231404959","Gecina","gecina","","gecina.fr","","1959"
"Forbes1892","Kaggle_1387","0.9504132231404959","Areva","areva","","areva.com","","2001"
"Forbes318","Kaggle_1151","0.9504132231404959","Discover Financial Services","discover financial services","","discover.com","","1985"
"Forbes1212","Kaggle_678540","0.9504132231404959","UCB","ucb","","","",""
"Forbes1130","Kaggle_1119675","0.9504132231404959","Harbin Bank","harbin bank","","","",""
"Forbes1042","Kaggle_984","0.9504132231404959","Intuit","intuit","","intuit.com","","1983"
"Forbes1835","Kaggle_4612","0.9504132231404959","Bluescope Steel","bluescope steel","","bluescope.com","","1928"
