"dbpedia_2012","Kaggle_5723309","1.0","Honeywell","honeywell group"
"dbpedia_4296","Kaggle_6803042","0.8346153846153845","The Restaurant Group","b 52 restaurant"
"dbpedia_1103","Kaggle_5361791","0.8333333333333334","Crew Energy","crew2u limited"
"dbpedia_4579","Kaggle_5719067","0.8333333333333333","Value Line","valuelinx corporation"
"dbpedia_1123","Kaggle_5467446","0.8316993464052287","Cyprus Development Bank","cyrus development group"
"dbpedia_2483","Kaggle_5563751","0.8309523809523809","L&T Technology Services","itechnology services, inc."
"dbpedia_801","Kaggle_5264573","0.8284313725490196","Capital & Regional","capital & regional plc"
"dbpedia_4039","Kaggle_6676283","0.8260869565217391","Sui Northern Gas Pipelines Limited","northern gas pipelines"
"dbpedia_1214","Kaggle_5316164","0.8257575757575758","Datamatics","datamatic spa"
"dbpedia_1832","Kaggle_5789648","0.825","Group 1 Automotive","automotive24"
"dbpedia_10","Kaggle_6868923","0.8235294117647058","3i Infrastructure","tdi infrastructure limited"
"dbpedia_1096","Kaggle_5371737","0.8222222222222222","Creative Technology","creative tecknology"
"dbpedia_4290","Kaggle_5375176","0.8194444444444444","The Marketing Group","mf1 marketing"
"dbpedia_1693","Kaggle_5335948","0.8186813186813187","GP Investments","o p investments"
"dbpedia_1878","Kaggle_6706545","0.8181818181818181","Halliburton","haliburton international corp"
"dbpedia_2705","Kaggle_6836949","0.8180147058823529","Maple Leaf Foods","mapleleaf foods llc"
"dbpedia_2789","Kaggle_6628105","0.8174603174603174","Mercury Energy","mercury 11"
"dbpedia_3830","Kaggle_5804989","0.8170189098998888","Shanghai Pudong Development Bank","shanghai pudong development center"
"dbpedia_3304","Kaggle_6928015","0.8166666666666667","Pentax","penta corp"
"dbpedia_4520","Kaggle_5779437","0.815734989648033","Uni-President Enterprises Corporation","president enterprises limited"
"dbpedia_2483","Kaggle_5674434","0.8136363636363637","L&T Technology Services","kr technology services"
"dbpedia_1119","Kaggle_6635206","0.8125","CyberArk","cyberarm"
"dbpedia_2527","Kaggle_5418185","0.8104166666666667","Lee Enterprises","leye enterprises limited"
"dbpedia_1096","Kaggle_6771345","0.8095238095238095","Creative Technology","creative use of technology"
"dbpedia_2768","Kaggle_5839661","0.8090909090909091","Medialink","medialink sh"
"dbpedia_1247","Kaggle_5508732","0.8076923076923077","Destination XL Group","destinationw3"
"dbpedia_4296","Kaggle_6819962","0.8071428571428572","The Restaurant Group","restaurant 2 to 4 ltd"
"dbpedia_1053","Kaggle_5673535","0.80625","Constellation Energy","constellation ink"
"dbpedia_3385","Kaggle_6615361","0.8055555555555556","Plus500","plus500uk ltd"
"dbpedia_909","Kaggle_5310190","0.8047619047619048","China Construction Bank","china construction list"
"dbpedia_4673","Kaggle_5822699","0.8044871794871795","WTI Transport","rti transport"
"dbpedia_1112","Kaggle_6734570","0.803921568627451","Cube Entertainment","cuba entertainment ltd."
"dbpedia_4207","Kaggle_5776712","0.802675585284281","Tata Consultancy Services","gaba consultancy services ltd"
"dbpedia_739","Kaggle_6634390","0.8022875816993464","CECO Environmental","mco environmental"
"dbpedia_2483","Kaggle_6803846","0.8013833992094861","L&T Technology Services","gant technology services"
"dbpedia_227","Kaggle_5427823","0.8011363636363636","American Financial Group","american 1st"
"dbpedia_2483","Kaggle_6946210","0.8002070393374741","L&T Technology Services","kls technology services inc."
"dbpedia_1701","Kaggle_5427703","0.8","GSE Systems","se systems"
"dbpedia_1693","Kaggle_6704381","0.7976190476190477","GP Investments","gpc investments"
"dbpedia_2985","Kaggle_6817052","0.7973684210526315","National Insurance Corporation","national reinsurance corporation"
"dbpedia_812","Kaggle_6719998","0.7951388888888888","Cardinal Health","cardinal healthcare inc"
"dbpedia_2936","Kaggle_5797828","0.7947826086956522","NH Investment & Securities","lig investment & securities"
"dbpedia_3949","Kaggle_6799188","0.7941176470588235","Southern Company","southern companies"
"dbpedia_4296","Kaggle_6562175","0.7937062937062938","The Restaurant Group","restaurant 101"
"dbpedia_3994","Kaggle_6590514","0.7934210526315789","Star Entertainment Group","yoostar entertainment group, inc."
"dbpedia_3459","Kaggle_5581988","0.7928571428571429","Purplebricks","purplebricks group plc"
"dbpedia_4218","Kaggle_5731064","0.7916666666666667","Team17","team1"
"dbpedia_4205","Kaggle_5409037","0.7916666666666666","Tata Capital","taita capital"
"dbpedia_135","Kaggle_5572295","0.7909090909090909","Air Transport Services Group","a&s transport services limited"
"dbpedia_10","Kaggle_5384180","0.7904411764705883","3i Infrastructure","ar infrastructure"
"dbpedia_3627","Kaggle_6612079","0.7901960784313726","Rush Enterprises","rukh enterprises inc"
"dbpedia_4817","Kaggle_6684473","0.7895622895622896","Zee Entertainment Enterprises","entertainment enterprise limited"
"dbpedia_1577","Kaggle_6721758","0.7894736842105263","First Investment Bank (PJSC)","first investments"
"dbpedia_3564","Kaggle_6744210","0.788888888888889","Republic Bank","republic am"
"dbpedia_772","Kaggle_6748339","0.7878787878787878","Cablevision","cable visión"
"dbpedia_1072","Kaggle_5391089","0.7865497076023391","Corinthia Group of Companies","corinth companies"
"dbpedia_4454","Kaggle_5723808","0.7857142857142858","Trinity Industries","triniti communications"
"dbpedia_4111","Kaggle_6631489","0.7850877192982456","System Technology-i Co, Ltd","ng system technology"
"dbpedia_4207","Kaggle_5701216","0.7834448160535117","Tata Consultancy Services","ttm consultancy services limited"
"dbpedia_4669","Kaggle_6709318","0.78328173374613","WNS Global Services","ncs global services"
"dbpedia_2742","Kaggle_6636572","0.7829670329670331","Max Healthcare","mx healthcare limited"
"dbpedia_10","Kaggle_6577500","0.78125","3i Infrastructure","infra structures inc"
"dbpedia_2951","Kaggle_5358872","0.7803030303030303","NS Solutions","w3s solutions"
"dbpedia_1247","Kaggle_5346736","0.7802197802197802","Destination XL Group","destination of me"
"dbpedia_4281","Kaggle_6665482","0.7785714285714285","The Control Group","go4 control ltd"
"dbpedia_2017","Kaggle_6767945","0.7781954887218046","Horace Mann Educators Corporation","horace mann education"
"dbpedia_2187","Kaggle_5722697","0.7777777777777778","International Personal Finance","bvu personal finance"
"dbpedia_2189","Kaggle_5685793","0.7777777777777777","Internet Co., Ltd.","internext corporation"
"dbpedia_32","Kaggle_5779748","0.7775000000000001","ADC Telecommunications","adasca telecommunications"
"dbpedia_4385","Kaggle_5319777","0.7774725274725275","Tootsie Roll Industries","the tootsie rollers limited"
"dbpedia_3492","Kaggle_5322484","0.7770833333333333","RPG Life Sciences","vg life sciences"
"dbpedia_754","Kaggle_5859093","0.7767857142857143","CMC Electronics","crc electronics"
"dbpedia_2483","Kaggle_5529281","0.7763975155279503","L&T Technology Services","jdl technology services"
"dbpedia_135","Kaggle_5452871","0.7760869565217392","Air Transport Services Group","via transport services"
"dbpedia_3912","Kaggle_5780751","0.775","SoFi","sofia"
"dbpedia_1033","Kaggle_5443744","0.774928774928775","Community Health Systems","community healthcare systems"
"dbpedia_4207","Kaggle_5485693","0.7747826086956522","Tata Consultancy Services","pt consultancy services limited"
"dbpedia_3665","Kaggle_5392193","0.7745454545454545","SIA Engineering Company","slay engineering company inc."
"dbpedia_1112","Kaggle_5344070","0.7745098039215685","Cube Entertainment","vybe entertainment"
"dbpedia_3542","Kaggle_5420657","0.7738095238095238","Regions Financial Corporation","4 the region"
"dbpedia_1053","Kaggle_6626967","0.7729166666666667","Constellation Energy","p&t constellations"
"dbpedia_1043","Kaggle_5628229","0.7727272727272727","Concentrix","concentri.co"
"dbpedia_866","Kaggle_5599845","0.7712418300653594","Century Pacific Food","the century pacific group, inc."
"dbpedia_2919","Kaggle_6868471","0.7710526315789473","Murata Manufacturing","data manufacturing, inc."
"dbpedia_4629","Kaggle_6728610","0.7708333333333333","Virtus Investment Partners","nidus investment partners"
"dbpedia_1402","Kaggle_6872550","0.7704301075268818","Electric Power Development Company","electric power development"
"dbpedia_910","Kaggle_6885201","0.7694444444444444","China Construction Bank","codina construction corporation"
"dbpedia_4120","Kaggle_5301276","0.7692307692307692","TCL Technology","3l technology"
"dbpedia_2067","Kaggle_6800341","0.7681818181818182","IAR Systems","far systems inc"
"dbpedia_1","Kaggle_5610532","0.7678571428571428","1-800-Flowers.com, Inc.","1 800 flowers inc"
"dbpedia_3774","Kaggle_6677747","0.7673160173160173","Schneider Electric","schneider electric (china) co., ltd."
"dbpedia_2076","Kaggle_5721448","0.7672811059907834","ICICI Prudential Life Insurance","phil. prudential life insurance co. inc."
"dbpedia_2483","Kaggle_6769338","0.7672101449275363","L&T Technology Services","revet technology services"
"dbpedia_4413","Kaggle_5524724","0.7666666666666666","Toyo Engineering Corporation","o2o engineering limited"
"dbpedia_4296","Kaggle_6855328","0.7662337662337663","The Restaurant Group","restaurant le 2o"
"dbpedia_2951","Kaggle_6568514","0.766025641025641","NS Solutions","nsb solutions limited"
"dbpedia_2762","Kaggle_5786269","0.7659090909090909","Medco Health Solutions","nuco health solutions limited"
"dbpedia_2483","Kaggle_5655857","0.7651515151515151","L&T Technology Services","star technology services"
"dbpedia_3994","Kaggle_5639422","0.7647058823529411","Star Entertainment Group","sr entertainment inc."
"dbpedia_232","Kaggle_5531364","0.7638888888888888","Americana Group","america motors"
"dbpedia_4207","Kaggle_5786283","0.7623626373626373","Tata Consultancy Services","regatta consultancy services"
"dbpedia_1693","Kaggle_6659644","0.7619047619047619","GP Investments","yap investments"
"dbpedia_4207","Kaggle_5327749","0.7617056856187291","Tata Consultancy Services","ntd consultancy services"
"dbpedia_1829","Kaggle_6679454","0.7615384615384615","Greenwood & Hall","greenwood mall"
"dbpedia_2939","Kaggle_6844038","0.7610294117647058","NHN Entertainment Corporation","rcn entertainment inc"
"dbpedia_1076","Kaggle_6708274","0.7602339181286549","Corus Entertainment","opus entertainment"
"dbpedia_4296","Kaggle_5828539","0.7596153846153846","The Restaurant Group","restaurant rex"
"dbpedia_2517","Kaggle_6739703","0.759090909090909","Latitude 360","latitude 26"
"dbpedia_4407","Kaggle_6579943","0.7587719298245614","Tourism Development Bank","prism development inc"
"dbpedia_2762","Kaggle_6767093","0.7583333333333333","Medco Health Solutions","mo health solutions"
"dbpedia_3902","Kaggle_6826897","0.7579051383399209","Skycity Entertainment Group","story city entertainment"
"dbpedia_3808","Kaggle_6761085","0.7575757575757576","Semiconductor Manufacturing International Corporation","philips semiconductor manufacturing inc."
"dbpedia_184","Kaggle_5664244","0.7573529411764706","Allen Brothers","allen brothers pllc"
"dbpedia_3663","Kaggle_5776496","0.7571428571428571","SHIFT Inc.","27 shift"
"dbpedia_332","Kaggle_6706824","0.7569659442724458","Asbury Automotive Group","danbury automotive"
"dbpedia_2483","Kaggle_6874033","0.7569169960474308","L&T Technology Services","user technology services"
"dbpedia_3252","Kaggle_6774290","0.7568627450980392","PTC Therapeutics","luc therapeutics"
"dbpedia_3287","Kaggle_5781865","0.7559523809523809","Patriot Transportation","patriot transport, inc."
"dbpedia_3994","Kaggle_6712849","0.7547619047619047","Star Entertainment Group","blue star entertainment"
"dbpedia_3442","Kaggle_5319899","0.7546583850931677","Proteon Therapeutics","proteorex therapeutics inc."
"dbpedia_1497","Kaggle_6589431","0.7543859649122806","Exit Music Publishing Inc.","mdt music & publishing"
"dbpedia_2155","Kaggle_6635480","0.753968253968254","Inghams Enterprises","bingham enterprises inc"
"dbpedia_916","Kaggle_6835097","0.7533333333333333","China Life Insurance Company","hm life insurance company"
"dbpedia_4207","Kaggle_5490572","0.7530434782608696","Tata Consultancy Services","rp consultancy & services"
"dbpedia_2517","Kaggle_5351751","0.7525252525252526","Latitude 360","latitude industries limited"
"dbpedia_32","Kaggle_6884131","0.7518181818181818","ADC Telecommunications","eden telecommunications ltd"
"dbpedia_843","Kaggle_5279581","0.7512820512820513","Caterpillar Inc.","caterpillar hill"
"dbpedia_4208","Kaggle_5594204","0.7510869565217391","Tata Consumer Products","krya consumer products"
"dbpedia_1831","Kaggle_5746936","0.75","Group 1 Automotive","tc automotive"
"dbpedia_4207","Kaggle_5513141","0.749597423510467","Tata Consultancy Services","anay consultancy services ltd"
"dbpedia_960","Kaggle_6846617","0.7482517482517482","Cincinnati Financial","cincinnati tan co"
"dbpedia_3609","Kaggle_5581876","0.7469230769230769","Rose Media and Entertainment","in-house media & entertainment inc."
"dbpedia_704","Kaggle_5698652","0.7467532467532467","Brother Industries","brothers 4x4"
"dbpedia_1112","Kaggle_5399939","0.7467320261437909","Cube Entertainment","cse entertainment ltd."
"dbpedia_32","Kaggle_5856241","0.7463768115942029","ADC Telecommunications","ca-tel telecommunications"
"dbpedia_2024","Kaggle_5495513","0.7462121212121212","House Foods","house of q foods ltd"
"dbpedia_4290","Kaggle_5555737","0.7461538461538462","The Marketing Group","marketing2pme"
"dbpedia_1076","Kaggle_6619662","0.7460526315789473","Corus Entertainment","taurus entertainment"
"dbpedia_2991","Kaggle_5422153","0.7458333333333333","National Storage","national stage"
"dbpedia_910","Kaggle_5623231","0.7450980392156863","China Construction Bank","rna construction"
"dbpedia_3223","Kaggle_5380901","0.7445054945054945","Ouster (company)","aster company"
"dbpedia_3410","Kaggle_5791675","0.7444444444444445","Powerwave Technologies","powerware corp"
"dbpedia_2794","Kaggle_6889805","0.7440476190476191","Merrill Lynch & Co.","merrell lynch"
"dbpedia_2527","Kaggle_6702479","0.74375","Lee Enterprises","kale enterprises"
"dbpedia_3902","Kaggle_5473305","0.7431818181818182","Skycity Entertainment Group","odd city entertainment"
"dbpedia_4207","Kaggle_5670198","0.7431318681318682","Tata Consultancy Services","alberta consultancy and services ltd"
"dbpedia_3627","Kaggle_5763677","0.7430555555555556","Rush Enterprises","rusco enterprises ltd"
"dbpedia_3665","Kaggle_6791435","0.7424749163879598","SIA Engineering Company","basic engineering company"
"dbpedia_1261","Kaggle_5305685","0.7424242424242424","Diamondback Energy","diamondbase"
"dbpedia_577","Kaggle_6923193","0.7416666666666667","Beat Communication","eldat communication"
"dbpedia_4207","Kaggle_6702607","0.7414285714285714","Tata Consultancy Services","bhagia consultancy services"
"dbpedia_577","Kaggle_6927052","0.7411764705882353","Beat Communication","peet communication"
"dbpedia_754","Kaggle_6690874","0.7410714285714286","CMC Electronics","dnc electronics ltd"
"dbpedia_4207","Kaggle_6815422","0.7399665551839465","Tata Consultancy Services","key consultancy services"
"dbpedia_3471","Kaggle_6930268","0.7397435897435898","Quality Technology Services","veracity technology services, inc"
"dbpedia_2939","Kaggle_6833736","0.7395833333333333","NHN Entertainment Corporation","m4 entertainment limited"
"dbpedia_3950","Kaggle_5462822","0.7391304347826086","Southern Cross Media Group","southern cross medical group pty. ltd."
"dbpedia_4290","Kaggle_5668068","0.7386363636363636","The Marketing Group","the marketing gym ltd"
"dbpedia_1909","Kaggle_6847980","0.7380952380952381","Hastings Entertainment","wings entertainment limited"
"dbpedia_1550","Kaggle_5303962","0.7376344086021505","Fiat Chrysler Automobiles","fiat chrysler automobiles portugal sa"
"dbpedia_3258","Kaggle_6942495","0.736842105263158","Pace Development","paceline development"
"dbpedia_2192","Kaggle_5290289","0.7363636363636363","Interplay Entertainment","dplay entertainment limited"
"dbpedia_1053","Kaggle_5663483","0.7361111111111112","Constellation Energy","constellations work"
"dbpedia_2483","Kaggle_6859659","0.7358333333333333","L&T Technology Services","cogent technology services"
"dbpedia_773","Kaggle_6814723","0.7357549857549857","Cadence Design Systems","cadence design systems (japan) b.v."
"dbpedia_3994","Kaggle_5472909","0.7352941176470589","Star Entertainment Group","nr entertainment incorporated"
"dbpedia_960","Kaggle_5769791","0.7348484848484849","Cincinnati Financial","pc cincinnati"
"dbpedia_32","Kaggle_5552009","0.7348148148148148","ADC Telecommunications","advance telecommunications"
"dbpedia_3509","Kaggle_6806948","0.7341897233201581","Rand Merchant Investment Holdings","merchant investments"
"dbpedia_3994","Kaggle_5478952","0.7339181286549707","Star Entertainment Group","storm entertainment"
"dbpedia_7","Kaggle_5435896","0.7333333333333334","361 Degrees","91 degrees"
"dbpedia_2051","Kaggle_6920638","0.7333333333333333","Hyundai Engineering & Construction","engineering construction group"
"dbpedia_2985","Kaggle_5740536","0.733201581027668","National Insurance Corporation","national insurance center inc"
"dbpedia_2483","Kaggle_5505714","0.7330434782608696","L&T Technology Services","atlas technology services limited"
"dbpedia_964","Kaggle_6736108","0.7329192546583851","Cineplex Entertainment","complex entertainment"
"dbpedia_3994","Kaggle_6772604","0.7324561403508771","Star Entertainment Group","lazar entertainment inc."
"dbpedia_4296","Kaggle_6747814","0.7321428571428572","The Restaurant Group","805 restaurants"
"dbpedia_2939","Kaggle_5664948","0.7316176470588236","NHN Entertainment Corporation","hv entertainment"
"dbpedia_32","Kaggle_5490794","0.731304347826087","ADC Telecommunications","ic telecommunications, llc"
"dbpedia_4693","Kaggle_5740886","0.7310789049919484","Waste Management (company)","walden management company"
"dbpedia_4120","Kaggle_6578902","0.7307692307692308","TCL Technology","t4 technology"
"dbpedia_1053","Kaggle_5528570","0.7307692307692307","Constellation Energy","constellata"
"dbpedia_3994","Kaggle_6712715","0.7306501547987616","Star Entertainment Group","tara entertainment"
"dbpedia_2919","Kaggle_6832348","0.7305764411027569","Murata Manufacturing","meta manufacturing"
"dbpedia_2086","Kaggle_5666858","0.7297794117647058","IHG Hotels & Resorts","d-hotels and resorts"
"dbpedia_1497","Kaggle_6900160","0.7293478260869566","Exit Music Publishing Inc.","react music publishing limited"
"dbpedia_3665","Kaggle_6614174","0.729090909090909","SIA Engineering Company","foby engineering company ltd."
"dbpedia_3448","Kaggle_5635290","0.7285714285714286","Psion (company)","pension company"
"dbpedia_2051","Kaggle_6890253","0.728125","Hyundai Engineering & Construction","h&m engineering & construction"
"dbpedia_269","Kaggle_5745943","0.7278582930756844","Annaly Capital Management","scully capital management"
"dbpedia_907","Kaggle_6901927","0.7275541795665634","China Construction Bank","rana construction"
"dbpedia_1030","Kaggle_5763413","0.7274509803921569","Commercial Bank of Qatar","commercial data corp"
"dbpedia_4290","Kaggle_5364330","0.7272727272727273","The Marketing Group","us marketing corp"
"dbpedia_1689","Kaggle_6939439","0.7269736842105263","GFL Environmental","gmd environmental technologies, inc."
"dbpedia_2483","Kaggle_6786715","0.726923076923077","L&T Technology Services","marlatt technology services"
"dbpedia_2527","Kaggle_5399679","0.7261904761904762","Lee Enterprises","t. le enterprise"
"dbpedia_4207","Kaggle_5353272","0.7259259259259259","Tata Consultancy Services","stratosa consultancy services"
"dbpedia_2479","Kaggle_6688796","0.7250000000000001","Kyodo Public Relations","o2 public relations"
"dbpedia_1265","Kaggle_6701360","0.725","Diffusion Pharmaceuticals","a2z - diffusion"
"dbpedia_2951","Kaggle_6583368","0.7243589743589745","NS Solutions","mbs solutions"
"dbpedia_2894","Kaggle_6876896","0.7238095238095239","Morningstar, Inc.","morning star gold"
"dbpedia_2951","Kaggle_5334659","0.7237762237762237","NS Solutions","nb solutions"
"dbpedia_3677","Kaggle_5335948","0.7230769230769231","SM Investments","o p investments"
"dbpedia_1571","Kaggle_5750413","0.7227564102564102","First Community Bancshares","first community bancorp"
"dbpedia_2485","Kaggle_5482450","0.7227272727272727","LB Finance","lbg finance"
"dbpedia_4527","Kaggle_5444248","0.7226166328600405","Unifi (internet service provider)","windsl - internet service provider"
"dbpedia_2093","Kaggle_5642429","0.7222222222222223","INNOVATE Corp.","innovate2day"
"dbpedia_1265","Kaggle_5534795","0.7222222222222222","Diffusion Pharmaceuticals","diffusia sa"
"dbpedia_2692","Kaggle_5716451","0.7218614718614718","Mandarin Oriental Hotel Group","mandarin oriental (uk) limited"
"dbpedia_3609","Kaggle_6853094","0.7215909090909091","Rose Media and Entertainment","lmg media entertainment"
"dbpedia_3872","Kaggle_5398223","0.7214285714285715","Siemens Technology and Services","lyons technology services inc"
"dbpedia_1831","Kaggle_5396567","0.7211538461538461","Group 1 Automotive","automotive art"
"dbpedia_1112","Kaggle_6672854","0.7210526315789474","Cube Entertainment","just be entertainment"
"dbpedia_2179","Kaggle_5652627","0.7207792207792207","Intercontinental Bank","intercontinental jordan"
"dbpedia_32","Kaggle_6711270","0.7207357859531773","ADC Telecommunications","ciall telecommunications"
"dbpedia_4693","Kaggle_6562450","0.7202797202797202","Waste Management (company)","fath management company"
"dbpedia_3379","Kaggle_5798361","0.7202380952380952","Platinum Asset Management","platinum artist management"
"dbpedia_916","Kaggle_5845208","0.72","China Life Insurance Company","crown life insurance company"
"dbpedia_3201","Kaggle_6924069","0.7197368421052632","Orascom Construction","aras construction ltd"
"dbpedia_867","Kaggle_6773896","0.7196969696969697","Century Properties","century 21 all properties inc"
"dbpedia_1112","Kaggle_5775222","0.7194444444444444","Cube Entertainment","cause entertainment"
"dbpedia_2939","Kaggle_6634418","0.71875","NHN Entertainment Corporation","h2v entertainment inc."
"dbpedia_164","Kaggle_5266268","0.7181818181818183","Alexander's","r. alexander & co."
"dbpedia_4207","Kaggle_5539578","0.7179487179487178","Tata Consultancy Services","conscia consultancy services"
"dbpedia_3994","Kaggle_6945745","0.7173202614379085","Star Entertainment Group","kwr entertainment"
"dbpedia_2670","Kaggle_6572350","0.7172619047619048","Magma Design Automation","veda design automation"
"dbpedia_3509","Kaggle_5355056","0.7167832167832168","Rand Merchant Investment Holdings","wide merchant investment inc"
"dbpedia_3609","Kaggle_5615005","0.7166666666666667","Rose Media and Entertainment","moms in media & entertainment"
"dbpedia_1067","Kaggle_6774890","0.7161764705882353","Core Laboratories","morse laboratories inc"
"dbpedia_3609","Kaggle_5333342","0.7158333333333333","Rose Media and Entertainment","emerge media and entertainment"
"dbpedia_619","Kaggle_5384996","0.7152777777777778","BioCryst Pharmaceuticals","biocrypt technologies, inc."
"dbpedia_2527","Kaggle_5546371","0.7142857142857143","Lee Enterprises","f4 enterprises ltd"
"dbpedia_2979","Kaggle_6863466","0.7142857142857142","National Bank of Pakistan","first national pakistan"
"dbpedia_4207","Kaggle_5456097","0.7141909814323608","Tata Consultancy Services","acharya consultancy services"
"dbpedia_1053","Kaggle_5374741","0.7140522875816994","Constellation Energy","constellation wines"
"dbpedia_4732","Kaggle_5373776","0.7138888888888889","Williams Companies","williams & company, llp"
"dbpedia_227","Kaggle_5315304","0.7136363636363636","American Financial Group","american msc inc"
"dbpedia_4207","Kaggle_5404192","0.713103448275862","Tata Consultancy Services","malave consultancy services"
